athlete_id,medal_date,medal_code,event_id,country_id,name,birth_date,gender,height,weight,education,country,disciplines,Gold Medal,Silver Medal,Bronze Medal,Total
1902450,2024-08-09,3.0,Men's 10km,HUN,David BETLEHEM,2003-09-04,Male,0.0,0.0,"",Hungary,Swimming,6,7,6,19
1902450,2024-08-09,3.0,Men's 10km,HUN,David BETLEHEM,2003-09-04,Male,0.0,0.0,"",Hungary,Marathon Swimming,6,7,6,19
1902786,2024-08-10,3.0,Women's Freestyle 62kg,KGZ,Aisuluu TYNYBEKOVA,1993-05-04,Female,0.0,0.0,"Studied Economics at Kyrgyz State Technical University (Bishkek, KGZ)",Kyrgyzstan,Wrestling,0,2,4,6
1902787,2024-08-08,3.0,Men's 73kg,BUL,Bozhidar Dimitrov ANDREEV,1997-01-17,Male,0.0,0.0,"",Bulgaria,Weightlifting,3,1,3,7
1902841,2024-08-07,1.0,Women -49kg,THA,Panipak WONGPATTANAKIT,1997-08-08,Female,0.0,0.0,"Studied sports science at Chulalongkorn University (Chiang Mai, THA)",Thailand,Taekwondo,1,3,2,6
1902869,2024-08-10,2.0,Men,POL,BIENIEK,1994-04-05,Male,210.0,0.0,"",Poland,Volleyball,1,4,5,10
1902870,2024-08-10,2.0,Men,POL,BOLADZ,1994-09-28,Male,203.0,0.0,Studied at University of Radom (POL),Poland,Volleyball,1,4,5,10
1902875,2024-08-10,2.0,Men,POL,FORNAL,1997-08-31,Male,198.0,0.0,"",Poland,Volleyball,1,4,5,10
1902880,2024-08-10,2.0,Men,POL,HUBER,1998-08-14,Male,204.0,0.0,"",Poland,Volleyball,1,4,5,10
1902881,2024-08-10,2.0,Men,POL,JANUSZ,1994-07-31,Male,196.0,0.0,"",Poland,Volleyball,1,4,5,10
1902882,2024-08-10,2.0,Men,POL,KACZMAREK,1994-06-29,Male,204.0,0.0,"",Poland,Volleyball,1,4,5,10
1902886,2024-08-10,2.0,Men,POL,KOCHANOWSKI,1997-07-17,Male,199.0,0.0,"",Poland,Volleyball,1,4,5,10
1902890,2024-08-10,2.0,Men,POL,KUREK,1988-08-29,Male,207.0,0.0,"Studied Sports Marketing at School of Management and Administration (Opole, POL)",Poland,Volleyball,1,4,5,10
1902892,2024-08-10,2.0,Men,POL,LEON,1993-07-31,Male,202.0,0.0,"",Poland,Volleyball,1,4,5,10
1902893,2024-08-10,2.0,Men,POL,LOMACZ,1987-10-01,Male,187.0,0.0,"",Poland,Volleyball,1,4,5,10
1902901,2024-08-10,2.0,Men,POL,SEMENIUK,1996-07-16,Male,195.0,0.0,"Graduated with degrees in Economics, and Sport Management and Tourism",Poland,Volleyball,1,4,5,10
1902902,2024-08-10,2.0,Men,POL,SLIWKA,1995-05-24,Male,196.0,0.0,"Graduated in 2021 with a degree in Recreation Management from University of Information Technology and Management (Rzeszow, POL)",Poland,Volleyball,1,4,5,10
1902910,2024-08-10,2.0,Men,POL,ZATORSKI,1990-06-21,Male,184.0,0.0,"Studied Sports Marketing at School of Management and Administration (Opole, POL)",Poland,Volleyball,1,4,5,10
1903011,2024-08-09,1.0,Men's 89kg,BUL,Karlos May NASAR,2004-05-12,Male,0.0,0.0,Studied finance,Bulgaria,Weightlifting,3,1,3,7
1903112,2024-08-09,1.0,Women's Heptathlon,BEL,Nafissatou THIAM,1994-08-19,Female,187.0,0.0,Graduated in 2019 with a Bachelor's degree in Geography from University of Liege (BEL),Belgium,Athletics,3,1,6,10
1903120,2024-08-04,3.0,Women's Road Race,BEL,Lotte KOPECKY,1995-11-10,Female,0.0,0.0,"",Belgium,Cycling Track,3,1,6,10
1903120,2024-08-04,3.0,Women's Road Race,BEL,Lotte KOPECKY,1995-11-10,Female,0.0,0.0,"",Belgium,Cycling Road,3,1,6,10
1903136,2024-07-27,1.0,Men's Individual Time Trial,BEL,Remco EVENEPOEL,2000-01-25,Male,0.0,0.0,"",Belgium,Cycling Road,3,1,6,10
1903136,2024-08-03,1.0,Men's Road Race,BEL,Remco EVENEPOEL,2000-01-25,Male,0.0,0.0,"",Belgium,Cycling Road,3,1,6,10
1903147,2024-07-27,3.0,Men's Individual Time Trial,BEL,Wout van AERT,1994-09-15,Male,0.0,0.0,"Studied computer science at Thomas More University (Geel, BEL)",Belgium,Cycling Road,3,1,6,10
1903248,2024-07-31,3.0,Women -70 kg,BEL,Gabriella WILLEMS,1997-07-01,Female,0.0,0.0,CESS 2015 at Athenee Royal Thil Lorrain (BEL),Belgium,Judo,3,1,6,10
1903284,2024-08-09,3.0,Women -67kg,BEL,Sarah CHAARI,2005-05-02,Female,0.0,0.0,"Studies Medicine at the Université Libre de Bruxelles (Brussels, BEL)",Belgium,Taekwondo,3,1,6,10
1903531,2024-07-30,1.0,Men's 4 x 200m Freestyle Relay,GBR,Kieran BIRD,1999-09-02,Male,0.0,0.0,"",Great Britain,Swimming,14,22,29,65
1903546,2024-07-30,1.0,Men's 4 x 200m Freestyle Relay,GBR,Tom DEAN,2000-05-02,Male,0.0,0.0,Studying a Master's in Mechanical Engineering at University of Bath (GBR),Great Britain,Swimming,14,22,29,65
1903552,2024-07-30,1.0,Men's 4 x 200m Freestyle Relay,GBR,James GUY,1995-11-26,Male,0.0,0.0,"",Great Britain,Swimming,14,22,29,65
1903602,2024-07-30,1.0,Men's 4 x 200m Freestyle Relay,GBR,Jack McMILLAN,2000-01-14,Male,0.0,0.0,"",Great Britain,Swimming,14,22,29,65
1903616,2024-08-02,2.0,Men's 50m Freestyle,GBR,Benjamin PROUD,1994-09-21,Male,0.0,0.0,"Sport Studies at University of St. Mark and St. John (Plymouth, GBR)",Great Britain,Swimming,14,22,29,65
1903617,2024-07-29,2.0,Men's 200m Freestyle,GBR,Matthew RICHARDS,2002-12-17,Male,0.0,0.0,"",Great Britain,Swimming,14,22,29,65
1903617,2024-07-30,1.0,Men's 4 x 200m Freestyle Relay,GBR,Matthew RICHARDS,2002-12-17,Male,0.0,0.0,"",Great Britain,Swimming,14,22,29,65
1903621,2024-08-02,2.0,Men's 200m Individual Medley,GBR,Duncan SCOTT,1997-05-06,Male,0.0,0.0,Graduated in 2021 with a degree in Business and Sports Management at University of Stirling (GBR),Great Britain,Swimming,14,22,29,65
1903621,2024-07-30,1.0,Men's 4 x 200m Freestyle Relay,GBR,Duncan SCOTT,1997-05-06,Male,0.0,0.0,Graduated in 2021 with a degree in Business and Sports Management at University of Stirling (GBR),Great Britain,Swimming,14,22,29,65
1904038,2024-08-08,1.0,Women -57kg,KOR,KIM Yujin,2000-10-17,Female,0.0,0.0,"",Korea,Taekwondo,13,9,10,32
1904039,2024-08-10,3.0,Women +67kg,KOR,LEE Dabin,1996-12-07,Female,0.0,0.0,"Studied Physical Education at Korea National Sport University (Seoul, KOR)",Korea,Taekwondo,13,9,10,32
1904040,2024-08-07,1.0,Men -58kg,KOR,PARK Taejoon,2004-06-06,Male,0.0,0.0,Kyung Hee University (KOR),Korea,Taekwondo,13,9,10,32
1904099,2024-08-09,1.0,Men's Triple Jump,ESP,Jordan Alejandro DIAZ FORTUN,2001-02-23,Male,190.0,0.0,"",Spain,Athletics,5,4,9,18
1904165,2024-08-01,3.0,Men's 20km Race Walk,ESP,Alvaro MARTIN,1994-06-18,Male,182.0,0.0,Political Science at Complutense University of Madrid (ESP). Also studies for a law degree at the National University of Distance Education (ESP),Spain,Athletics,5,4,9,18
1904165,2024-08-07,1.0,Marathon Race Walk Relay Mixed,ESP,Alvaro MARTIN,1994-06-18,Male,182.0,0.0,Political Science at Complutense University of Madrid (ESP). Also studies for a law degree at the National University of Distance Education (ESP),Spain,Athletics,5,4,9,18
1904232,2024-08-05,3.0,Mixed Relay,GBR,Samuel DICKINSON,1997-07-11,Male,0.0,0.0,"Sports and Exercise with Physiology - University of Leeds (ENG, GBR)",Great Britain,Triathlon,14,22,29,65
1904244,2024-07-31,3.0,Women's Individual,GBR,Beth POTTER,1991-12-27,Female,0.0,0.0,"Attended Loughborough University (GBR). Postgraduate teacher training at Saint Mary's University (London, GBR)",Great Britain,Triathlon,14,22,29,65
1904244,2024-08-05,3.0,Mixed Relay,GBR,Beth POTTER,1991-12-27,Female,0.0,0.0,"Attended Loughborough University (GBR). Postgraduate teacher training at Saint Mary's University (London, GBR)",Great Britain,Triathlon,14,22,29,65
1904248,2024-08-05,3.0,Mixed Relay,GBR,Georgia TAYLOR-BROWN,1994-03-15,Female,0.0,0.0,"Studied Exercise Science and Sports Science at Leeds Beckett University (ENG, GBR)",Great Britain,Triathlon,14,22,29,65
1904251,2024-07-31,1.0,Men's Individual,GBR,Alex YEE,1998-02-18,Male,0.0,0.0,"Sports Science at Leeds Beckett University (London, GBR)",Great Britain,Triathlon,14,22,29,65
1904251,2024-08-05,3.0,Mixed Relay,GBR,Alex YEE,1998-02-18,Male,0.0,0.0,"Sports Science at Leeds Beckett University (London, GBR)",Great Britain,Triathlon,14,22,29,65
1904430,2024-07-30,1.0,Trap Men,GBR,Nathan HALES,1996-06-16,Male,0.0,0.0,"",Great Britain,Shooting,14,22,29,65
1904740,2024-08-04,3.0,Men's Vault,GBR,Harry HEPWORTH,2003-12-06,Male,0.0,0.0,"",Great Britain,Artistic Gymnastics,14,22,29,65
1904741,2024-08-03,3.0,Men's Floor Exercise,GBR,Jake JARMAN,2001-12-03,Male,0.0,0.0,"",Great Britain,Artistic Gymnastics,14,22,29,65
1904745,2024-08-02,1.0,Women,GBR,Bryony PAGE,1990-12-10,Female,0.0,0.0,"Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region",Great Britain,Trampoline Gymnastics,14,22,29,65
1904977,2024-08-01,1.0,Men's 200m Backstroke,HUN,Hubert KOS,2003-03-28,Male,0.0,0.0,"University of Texas, Austin (USA)",Hungary,Swimming,6,7,6,19
1905347,2024-08-07,2.0,Men's Dinghy,CYP,Pavlos KONTIDES,1990-02-11,Male,0.0,0.0,"Bachelor of Engineering Ship Science at University of Southampton (GBR). Master's in Sports Business at Duquesne University (Pittsburgh, PA, USA)",Cyprus,Sailing,0,1,0,1
1905369,2024-08-01,2.0,Women's 20km Race Walk,ESP,Maria PEREZ,1996-04-29,Female,159.0,0.0,Teaching at Catholic University of Murcia (ESP),Spain,Athletics,5,4,9,18
1905369,2024-08-07,1.0,Marathon Race Walk Relay Mixed,ESP,Maria PEREZ,1996-04-29,Female,159.0,0.0,Teaching at Catholic University of Murcia (ESP),Spain,Athletics,5,4,9,18
1905860,2024-07-31,2.0,Men's 200m Butterfly,HUN,Kristof MILAK,2000-02-20,Male,0.0,0.0,"",Hungary,Swimming,6,7,6,19
1905860,2024-08-03,1.0,Men's 100m Butterfly,HUN,Kristof MILAK,2000-02-20,Male,0.0,0.0,"",Hungary,Swimming,6,7,6,19
1906483,2024-07-31,3.0,Women's Quadruple Sculls,GER,Pia GREITEN,1997-02-18,Female,0.0,0.0,Received a Bachelor's degree in Industrial Engineering from the Technical University Dortmund (GER) and now is pursuing a degree in Civil Engineering from Ruhr University Bochum (GER),Germany,Rowing,12,13,8,33
1906494,2024-07-31,3.0,Women's Quadruple Sculls,GER,Leonie MENZEL,1999-05-19,Female,0.0,0.0,Studies Medical Biology,Germany,Rowing,12,13,8,33
1906506,2024-07-31,3.0,Women's Quadruple Sculls,GER,Tabea SCHENDEKEHL,1998-11-29,Female,0.0,0.0,"Received a Bachelor's degree in Film/Video and Photographic Arts from the University of Washington (Seattle, USA) in 2021",Germany,Rowing,12,13,8,33
1906511,2024-07-31,3.0,Women's Quadruple Sculls,GER,Maren VOELZ,1999-11-20,Female,0.0,0.0,Studies Psychology at the University of Potsdam (GER),Germany,Rowing,12,13,8,33
1906515,2024-08-03,1.0,Men's Single Sculls,GER,Oliver ZEIDLER,1996-07-24,Male,0.0,0.0,Law at FOM University of Applied Sciences for Economics and Management (GER),Germany,Rowing,12,13,8,33
1907171,2024-07-31,3.0,Women's 1500m Freestyle,GER,Isabel GOSE,2002-05-09,Female,0.0,0.0,"",Germany,Swimming,12,13,8,33
1907192,2024-07-27,1.0,Men's 400m Freestyle,GER,Lukas MAERTENS,2001-12-27,Male,0.0,0.0,"",Germany,Swimming,12,13,8,33
1907234,2024-08-09,2.0,Men's 10km,GER,Oliver KLEMET,2002-03-18,Male,0.0,0.0,"",Germany,Swimming,12,13,8,33
1907234,2024-08-09,2.0,Men's 10km,GER,Oliver KLEMET,2002-03-18,Male,0.0,0.0,"",Germany,Marathon Swimming,12,13,8,33
1908195,2024-08-03,2.0,Men's Floor Exercise,ISR,Artem DOLGOPYAT,1997-06-16,Male,0.0,0.0,Tel Aviv University (ISR),Israel,Artistic Gymnastics,1,5,1,7
1908226,2024-08-10,2.0,Group All-Around,ISR,Shani BAKANOV,2006-02-27,Female,0.0,0.0,"",Israel,Rhythmic Gymnastics,1,5,1,7
1908230,2024-08-10,2.0,Group All-Around,ISR,Diana SVERTSOV,2004-11-15,Female,0.0,0.0,"",Israel,Rhythmic Gymnastics,1,5,1,7
1908233,2024-08-10,2.0,Group All-Around,ISR,Romi PARITZKI,2004-06-17,Female,0.0,0.0,"",Israel,Rhythmic Gymnastics,1,5,1,7
1908235,2024-08-10,2.0,Group All-Around,ISR,Ofir SHAHAM,2004-11-23,Female,0.0,0.0,"",Israel,Rhythmic Gymnastics,1,5,1,7
1908240,2024-08-10,2.0,Group All-Around,ISR,Adar FRIEDMANN,2006-07-18,Female,0.0,0.0,"",Israel,Rhythmic Gymnastics,1,5,1,7
1908333,2024-08-03,1.0,Women's Triple Jump,DMA,Thea LAFOND,1994-04-05,Female,147.0,0.0,"Graduated in 2015 with a Bachelor's degree in Media and Communications from the University of Maryland in College Park, MD (USA). Plans to pursue a Master's degree in Special Education",Dominica,Athletics,1,0,0,1
1908350,2024-08-11,3.0,Men,USA,Alex BOWEN,1993-09-04,Male,195.0,0.0,Graduated in 2015 with a degree in Production Design from Stanford University (USA),United States,Water Polo,40,44,42,126
1908352,2024-08-11,3.0,Men,USA,Luca CUPIDO,1995-11-09,Male,190.0,0.0,"Graduated in 2018 with a degree in Urban and City Planning from University of California, Berkeley (USA)",United States,Water Polo,40,44,42,126
1908353,2024-08-11,3.0,Men,USA,Hannes DAUBE,2000-01-05,Male,193.0,0.0,"Graduated in 2022 with a degree in Economics from University of Southern California (Los Angeles, USA)",United States,Water Polo,40,44,42,126
1908354,2024-08-11,3.0,Men,USA,Chase William DODD,2003-04-05,Male,190.0,0.0,"Studies Environmental Science at the University of California, Los Angeles (USA)",United States,Water Polo,40,44,42,126
1908355,2024-08-11,3.0,Men,USA,Ryder DODD,2006-01-19,Male,182.0,0.0,"",United States,Water Polo,40,44,42,126
1908357,2024-08-11,3.0,Men,USA,Ben HALLOCK,1997-11-22,Male,198.0,0.0,Graduated in 2020 with a degree in Economics from Stanford University (USA),United States,Water Polo,40,44,42,126
1908359,2024-08-11,3.0,Men,USA,Drew HOLLAND,1995-04-11,Male,195.0,0.0,Graduated from Stanford University (USA),United States,Water Polo,40,44,42,126
1908360,2024-08-11,3.0,Men,USA,Johnny HOOPER,1997-06-24,Male,185.0,0.0,"Graduated in 2019 with a degree in Business Administration and Management from University of California, Berkeley (USA)",United States,Water Polo,40,44,42,126
1908361,2024-08-11,3.0,Men,USA,Max IRVING,1995-05-21,Male,185.0,0.0,"Studied Political Science at University of California, Los Angeles (USA)",United States,Water Polo,40,44,42,126
1908365,2024-08-11,3.0,Men,USA,Alex OBERT,1991-12-18,Male,198.0,0.0,"Graduated in 2016 with a degree in Engineering from University of the Pacific (Stockton, USA)",United States,Water Polo,40,44,42,126
1908369,2024-08-11,3.0,Men,USA,Marko VAVIC,1999-04-25,Male,195.0,0.0,"Graduated with a degree in Business from University of Southern California (Los Angeles, USA)",United States,Water Polo,40,44,42,126
1908370,2024-08-11,3.0,Men,USA,Adrian WEINBERG,2001-11-25,Male,195.0,0.0,"Studies Economics at University of California, Berkeley (USA)",United States,Water Polo,40,44,42,126
1908371,2024-08-11,3.0,Men,USA,Dylan WOODHEAD,1998-09-25,Male,200.0,0.0,Graduated in 2020 with a degree in Mechanical Engineering from Standford University (USA),United States,Water Polo,40,44,42,126
1908817,2024-08-04,3.0,Men's 51kg,DOM,Yunior ALCANTARA REYES,2004-02-10,Male,155.0,0.0,"",Dominican Republic,Boxing,1,0,2,3
1908835,2024-07-27,2.0,Men,FIJ,Iowane TEBA,1993-02-23,Male,192.0,79.0,"",Fiji,Rugby Sevens,0,1,0,1
1908838,2024-07-27,2.0,Men,FIJ,Joseva TALACOLO,1997-04-01,Male,192.0,99.0,"",Fiji,Rugby Sevens,0,1,0,1
1908841,2024-07-27,2.0,Men,FIJ,Kaminieli RASAKU,1999-07-12,Male,177.0,85.0,"",Fiji,Rugby Sevens,0,1,0,1
1908846,2024-08-07,1.0,Team,CHN,FENG Yu,1999-09-30,Female,0.0,0.0,"Studied at Capital University of Physical Education and Sport (Beijing, CHN)",China,Artistic Swimming,40,27,24,91
1908847,2024-08-07,1.0,Team,CHN,CHANG Hao,1997-04-28,Female,0.0,0.0,"",China,Artistic Swimming,40,27,24,91
1908848,2024-08-07,1.0,Team,CHN,CHENG Wentao,1998-05-18,Female,0.0,0.0,Studied at Beijing Sport University (CHN),China,Artistic Swimming,40,27,24,91
1908850,2024-08-07,1.0,Team,CHN,WANG Ciyue,1999-11-14,Female,0.0,0.0,Studied at Nanjing Sport Institute (CHN),China,Artistic Swimming,40,27,24,91
1908851,2024-08-07,1.0,Team,CHN,ZHANG Yayi,1997-05-06,Female,0.0,0.0,"",China,Artistic Swimming,40,27,24,91
1908852,2024-08-07,1.0,Team,CHN,WANG Liuyi,1997-01-16,Female,0.0,0.0,Attended Beijing Sport University (CHN),China,Artistic Swimming,40,27,24,91
1908852,2024-08-10,1.0,Duet,CHN,WANG Liuyi,1997-01-16,Female,0.0,0.0,Attended Beijing Sport University (CHN),China,Artistic Swimming,40,27,24,91
1908853,2024-08-07,1.0,Team,CHN,WANG Qianyi,1997-01-16,Female,0.0,0.0,Studied at Beijing Sport University (CHN),China,Artistic Swimming,40,27,24,91
1908853,2024-08-10,1.0,Duet,CHN,WANG Qianyi,1997-01-16,Female,0.0,0.0,Studied at Beijing Sport University (CHN),China,Artistic Swimming,40,27,24,91
1908854,2024-08-07,1.0,Team,CHN,XIAO Yanning,1998-02-23,Female,0.0,0.0,Studied at Chengdu Sport University (CHN),China,Artistic Swimming,40,27,24,91
1908855,2024-08-07,1.0,Team,CHN,XIANG Binxuan,2001-11-16,Female,0.0,0.0,"Studied at Sichuan Sports Vocational College (Chengdu, CHN)",China,Artistic Swimming,40,27,24,91
1908897,2024-07-27,2.0,Men,FIJ,Joji NASOVA,2000-06-09,Male,185.0,92.0,"",Fiji,Rugby Sevens,0,1,0,1
1908901,2024-07-27,2.0,Men,FIJ,Filipe SAUTURAGA,1994-06-19,Male,170.0,80.0,"",Fiji,Rugby Sevens,0,1,0,1
1908911,2024-07-27,2.0,Men,FIJ,Jerry TUWAI,1989-03-23,Male,174.0,79.0,"",Fiji,Rugby Sevens,0,1,0,1
1909011,2024-08-04,3.0,Men's 92kg,TJK,Davlat BOLTAEV,1999-01-13,Male,186.0,0.0,"",Tajikistan,Boxing,0,0,3,3
1909030,2024-08-09,1.0,Men's 10km,HUN,Kristof RASOVSZKY,1997-03-27,Male,0.0,0.0,"Electrical Engineering at Obuda University (Budapest, HUN)",Hungary,Marathon Swimming,6,7,6,19
1909209,2024-07-31,2.0,Women's 1500m Freestyle,FRA,Anastasiia KIRPICHNIKOVA,2000-06-24,Female,0.0,0.0,"Coaching at Ural State University of Physical Education (Yekaterinburg, RUS)",France,Swimming,16,26,22,64
1909278,2024-08-04,3.0,Men's 4 x 100m Medley Relay,FRA,Rafael FENTE--DAMERS,2006-10-17,Male,0.0,0.0,"",France,Swimming,16,26,22,64
1909284,2024-08-04,3.0,Men's 4 x 100m Medley Relay,FRA,Maxime GROUSSET,1999-04-24,Male,0.0,0.0,Studying Physiotherapy,France,Swimming,16,26,22,64
1909292,2024-08-02,3.0,Men's 50m Freestyle,FRA,Florent MANAUDOU,1990-11-12,Male,0.0,0.0,"",France,Swimming,16,26,22,64
1909292,2024-08-04,3.0,Men's 4 x 100m Medley Relay,FRA,Florent MANAUDOU,1990-11-12,Male,0.0,0.0,"",France,Swimming,16,26,22,64
1909294,2024-07-28,1.0,Men's 400m Individual Medley,FRA,Leon MARCHAND,2002-05-17,Male,0.0,0.0,"Computer Science at Arizona State University (Tempe, USA) and Computer Science at Paul Sabatier University (Toulouse, FRA)",France,Swimming,16,26,22,64
1909294,2024-07-31,1.0,Men's 200m Breaststroke,FRA,Leon MARCHAND,2002-05-17,Male,0.0,0.0,"Computer Science at Arizona State University (Tempe, USA) and Computer Science at Paul Sabatier University (Toulouse, FRA)",France,Swimming,16,26,22,64
1909294,2024-07-31,1.0,Men's 200m Butterfly,FRA,Leon MARCHAND,2002-05-17,Male,0.0,0.0,"Computer Science at Arizona State University (Tempe, USA) and Computer Science at Paul Sabatier University (Toulouse, FRA)",France,Swimming,16,26,22,64
1909294,2024-08-02,1.0,Men's 200m Individual Medley,FRA,Leon MARCHAND,2002-05-17,Male,0.0,0.0,"Computer Science at Arizona State University (Tempe, USA) and Computer Science at Paul Sabatier University (Toulouse, FRA)",France,Swimming,16,26,22,64
1909294,2024-08-04,3.0,Men's 4 x 100m Medley Relay,FRA,Leon MARCHAND,2002-05-17,Male,0.0,0.0,"Computer Science at Arizona State University (Tempe, USA) and Computer Science at Paul Sabatier University (Toulouse, FRA)",France,Swimming,16,26,22,64
1909299,2024-08-04,3.0,Men's 4 x 100m Medley Relay,FRA,Yohann NDOYE-BROUARD,2000-11-29,Male,0.0,0.0,"Kinesiology at National Institute of Sports, Expertise and Performance (Paris, FRA)",France,Swimming,16,26,22,64
1909307,2024-08-04,3.0,Men's 4 x 100m Medley Relay,FRA,Clement SECCHI,2000-05-04,Male,0.0,0.0,"Graduated in 2023 with a Master's degree in Business at University of Missouri, Columbia (MO, USA).</p><p>Graduated in 2022 with a Bachelor's of Commerce at McGill University, Montreal (QC, CAN)",France,Swimming,16,26,22,64
1909907,2024-08-09,3.0,B-Girls,CHN,671,2005-10-19,Female,0.0,0.0,"",China,Breaking,40,27,24,91
1910330,2024-08-04,1.0,Women's Doubles,ITA,Jasmine PAOLINI,1996-01-04,Female,163.0,0.0,"",Italy,Tennis,12,13,15,40
1910367,2024-08-08,3.0,Men -68kg,CHN,LIANG Yushuai,2000-09-10,Male,0.0,0.0,"Studies Physical Education at Henan Normal University (Henan, CHN)",China,Taekwondo,40,27,24,91
1910372,2024-08-07,2.0,Women -49kg,CHN,GUO Qing,2000-05-16,Female,0.0,0.0,"Studied at Beijing Sport University (Beijing, CHN)",China,Taekwondo,40,27,24,91
1910412,2024-08-10,1.0,Men's 800m,KEN,Emmanuel WANYONYI,2004-08-01,Male,170.0,0.0,"",Kenya,Athletics,4,2,5,11
1910445,2024-08-07,3.0,Men's 3000m Steeplechase,KEN,Abraham KIBIWOT,1996-04-06,Male,173.0,0.0,"",Kenya,Athletics,4,2,5,11
1910451,2024-08-05,2.0,Women's 5000m,KEN,Faith KIPYEGON,1994-01-10,Female,152.0,0.0,"",Kenya,Athletics,4,2,5,11
1910451,2024-08-10,1.0,Women's 1500m,KEN,Faith KIPYEGON,1994-01-10,Female,152.0,0.0,"",Kenya,Athletics,4,2,5,11
1910453,2024-08-06,3.0,Women's 3000m Steeplechase,KEN,Faith CHEROTICH,2004-07-13,Female,167.0,0.0,"",Kenya,Athletics,4,2,5,11
1910555,2024-08-10,3.0,Men's Marathon,KEN,Benson KIPRUTO,1991-03-17,Male,173.0,0.0,"",Kenya,Athletics,4,2,5,11
1910560,2024-08-05,1.0,Women's 5000m,KEN,Beatrice CHEBET,2000-03-05,Female,152.0,0.0,"",Kenya,Athletics,4,2,5,11
1910560,2024-08-09,1.0,"Women's 10,000m",KEN,Beatrice CHEBET,2000-03-05,Female,152.0,0.0,"",Kenya,Athletics,4,2,5,11
1911932,2024-08-10,2.0,Women's 100m Hurdles,FRA,Cyrena SAMBA-MAYELA,2000-10-31,Female,166.0,0.0,Studies Architecture and Interior Design,France,Athletics,16,26,22,64
1912009,2024-08-06,3.0,Men's 71kg,GBR,Lewis RICHARDSON,1997-06-04,Male,187.0,0.0,"Graduated with a Master's in Sports Business Management at Sheffield Hallam University (ENG, GBR)",Great Britain,Boxing,14,22,29,65
1912322,2024-08-07,1.0,Men's Discus Throw,JAM,Roje STONA,1999-02-26,Male,200.0,0.0,"Graduated in 2023 with a Master's degree in Operations Management from the University of Arkansas, Fayetteville, AK (USA).</p><p>Graduated in 2022 with a Bachelor's degree in Industrial Engineering from Clemson University, Clemson, SC (USA)",Jamaica,Athletics,1,3,2,6
1912507,2024-08-07,3.0,Women's Team Pursuit,GBR,Elinor BARKER,1994-09-07,Female,0.0,0.0,Studied social psychology at Open University (GBR),Great Britain,Cycling Track,14,22,29,65
1912507,2024-08-09,2.0,Women's Madison,GBR,Elinor BARKER,1994-09-07,Female,0.0,0.0,Studied social psychology at Open University (GBR),Great Britain,Cycling Track,14,22,29,65
1912508,2024-08-07,3.0,Women's Team Pursuit,GBR,Megan BARKER,1997-08-15,Female,0.0,0.0,"",Great Britain,Cycling Track,14,22,29,65
1912510,2024-08-07,2.0,Men's Team Pursuit,GBR,Daniel BIGHAM,1991-10-02,Male,0.0,0.0,Studied motorsport engineering at Oxford Brookes University (GBR),Great Britain,Cycling Track,14,22,29,65
1912514,2024-08-05,1.0,Women's Team Sprint,GBR,Sophie CAPEWELL,1998-09-04,Female,0.0,0.0,Studies mathematics at the University of Loughborough (GBR),Great Britain,Cycling Track,14,22,29,65
1912515,2024-08-09,3.0,Men's Sprint,GBR,Jack CARLIN,1997-04-23,Male,0.0,0.0,"",Great Britain,Cycling Track,14,22,29,65
1912515,2024-08-06,2.0,Men's Team Sprint,GBR,Jack CARLIN,1997-04-23,Male,0.0,0.0,"",Great Britain,Cycling Track,14,22,29,65
1912519,2024-08-07,3.0,Women's Team Pursuit,GBR,Neah EVANS,1990-08-01,Female,0.0,0.0,"Studied Veterinary Medicine and Surgery at Glasgow University, Great Britain (graduated in 2017)",Great Britain,Cycling Track,14,22,29,65
1912519,2024-08-09,2.0,Women's Madison,GBR,Neah EVANS,1990-08-01,Female,0.0,0.0,"Studied Veterinary Medicine and Surgery at Glasgow University, Great Britain (graduated in 2017)",Great Britain,Cycling Track,14,22,29,65
1912522,2024-08-08,3.0,Women's Keirin,GBR,Emma FINUCANE,2002-12-22,Female,0.0,0.0,"",Great Britain,Cycling Track,14,22,29,65
1912522,2024-08-11,3.0,Women's Sprint,GBR,Emma FINUCANE,2002-12-22,Female,0.0,0.0,"",Great Britain,Cycling Track,14,22,29,65
1912522,2024-08-05,1.0,Women's Team Sprint,GBR,Emma FINUCANE,2002-12-22,Female,0.0,0.0,"",Great Britain,Cycling Track,14,22,29,65
1912525,2024-07-27,2.0,Women's Individual Time Trial,GBR,Anna HENDERSON,1998-11-14,Female,0.0,0.0,Graduated with a Bachelor's degree in Sport and Exercise Science at the University of Birmingham (GBR),Great Britain,Cycling Road,14,22,29,65
1912532,2024-08-07,3.0,Women's Team Pursuit,GBR,Josie KNIGHT,1997-03-29,Female,0.0,0.0,"",Great Britain,Cycling Track,14,22,29,65
1912536,2024-08-06,2.0,Men's Team Sprint,GBR,Ed LOWE,2003-08-24,Male,0.0,0.0,"",Great Britain,Cycling Track,14,22,29,65
