country_id,name,medal_date,gender,medal_code,athlete_id,event_id
AUS,HAVARD Noah,2024-08-08,Male,2.0,1940220,Men's Kayak Four 500m
ESP,CRAVIOTTO Saul,2024-08-08,Male,3.0,1953992,Men's Kayak Four 500m
ESP,AREVALO Carlos,2024-08-08,Male,3.0,1953983,Men's Kayak Four 500m
ESP,COOPER Marcus,2024-08-08,Male,3.0,1954051,Men's Kayak Four 500m
ESP,GERMADE Rodrigo,2024-08-08,Male,3.0,1954008,Men's Kayak Four 500m
NZL,CARRINGTON Lisa,2024-08-08,Female,1.0,1945383,Women's Kayak Four 500m
NZL,HOSKIN Alicia,2024-08-08,Female,1.0,1945378,Women's Kayak Four 500m
NZL,BRETT Olivia,2024-08-08,Female,1.0,1945392,Women's Kayak Four 500m
NZL,VAUGHAN Tara,2024-08-08,Female,1.0,1945375,Women's Kayak Four 500m
GER,PASZEK Paulina,2024-08-08,Female,2.0,1913800,Women's Kayak Four 500m
GER,HAKE Jule Marie,2024-08-08,Female,2.0,1913749,Women's Kayak Four 500m
GER,JAGSCH Pauline,2024-08-08,Female,2.0,1913793,Women's Kayak Four 500m
GER,BRUESSLER Sarah,2024-08-08,Female,2.0,1913743,Women's Kayak Four 500m
HUN,PUPP Noemi,2024-08-08,Female,3.0,1570556,Women's Kayak Four 500m
HUN,FOJT Sara,2024-08-08,Female,3.0,1568745,Women's Kayak Four 500m
HUN,CSIPES Tamara,2024-08-08,Female,3.0,1568350,Women's Kayak Four 500m
HUN,GAZSO Alida Dora,2024-08-08,Female,3.0,1568750,Women's Kayak Four 500m
MAR,EL KAJOUI Munir,2024-08-08,Male,3.0,1974002,Men
MAR,HAKIMI Achraf,2024-08-08,Male,3.0,1970338,Men
MAR,NAKACH Akram,2024-08-08,Male,3.0,1966721,Men
MAR,BOUKAMIR Mehdi,2024-08-08,Male,3.0,1965671,Men
MAR,TAHIF Adil,2024-08-08,Male,3.0,1974721,Men
MAR,BOUCHOUARI Benjamin,2024-08-08,Male,3.0,1965956,Men
MAR,BEN SEGHIR Eliesse,2024-08-08,Male,3.0,1967241,Men
MAR,EL KHANNOUSS Bilal,2024-08-08,Male,3.0,1966630,Men
MAR,RAHIMI Soufiane,2024-08-08,Male,3.0,1970731,Men
MAR,AKHOMACH Ilias,2024-08-08,Male,3.0,1965995,Men
MAR,EL OUAHDI Zakaria,2024-08-08,Male,3.0,1965809,Men
MAR,GHANIMI Rachid,2024-08-08,Male,3.0,1965515,Men
MAR,KECHTA Yassine,2024-08-08,Male,3.0,1966539,Men
MAR,TARGHALLINE Oussama,2024-08-08,Male,3.0,1966919,Men
MAR,MAOUHOUB Mehdi,2024-08-08,Male,3.0,1967172,Men
MAR,EZZALZOULI Abde,2024-08-08,Male,3.0,1966639,Men
MAR,EL AZZOUZI Oussama,2024-08-08,Male,3.0,1966642,Men
MAR,RICHARDSON Amir,2024-08-08,Male,3.0,1966624,Men
MAR,MANAOUT Haytam,2024-08-08,Male,3.0,1967053,Men
NED,JANSSEN Ji,2024-08-08,Male,1.0,1971941,Men
NED,BALK Lars,2024-08-08,Male,1.0,1971905,Men
NED,de GEUS Jonas,2024-08-08,Male,1.0,1971929,Men
NED,van DAM Thijs,2024-08-08,Male,1.0,1971922,Men
NED,BRINKMAN Thierry,2024-08-08,Male,1.0,1971917,Men
NED,van ASS Seve,2024-08-08,Male,1.0,1971904,Men
NED,CROON Jorrit Jan Willem,2024-08-08,Male,1.0,1971921,Men
NED,BLOK Justen,2024-08-08,Male,1.0,1971911,Men
NED,de VILDER Derck,2024-08-08,Male,1.0,1971976,Men
NED,WORTELBOER Floris,2024-08-08,Male,1.0,1971980,Men
NED,HOEDEMAKERS Tje,2024-08-08,Male,1.0,1971934,Men
NED,BIJEN Koen,2024-08-08,Male,1.0,1971909,Men
NED,de MOL Joe,2024-08-08,Male,1.0,1971956,Men
NED,van HEIJNINGEN Steijn,2024-08-08,Male,1.0,1971932,Men
NED,BLAAK Pirmin,2024-08-08,Male,1.0,1971910,Men
NED,REYENGA Tijmen,2024-08-08,Male,1.0,1971963,Men
NED,TELGENKAMP Duco,2024-08-08,Male,1.0,1971968,Men
NED,MIDDENDORP Floris,2024-08-08,Male,1.0,1971952,Men
GER,MUELLER Mathias,2024-08-08,Male,2.0,1561321,Men
GER,GRAMBUSCH Mats,2024-08-08,Male,2.0,1561319,Men
GER,WINDFEDER Lukas,2024-08-08,Male,2.0,1561323,Men
GER,WELLEN Niklas,2024-08-08,Male,2.0,1561318,Men
GER,GROSSE Johannes,2024-08-08,Male,2.0,1561325,Men
GER,PRINZ Thies,2024-08-08,Male,2.0,1561362,Men
GER,KAUFMANN Paul-Phili,2024-08-08,Male,2.0,1561360,Men
GER,HINRICHS Teo,2024-08-08,Male,2.0,1561365,Men
GER,GRAMBUSCH Tom,2024-08-08,Male,2.0,1561316,Men
GER,PEILLAT Gonzalo,2024-08-08,Male,2.0,1561413,Men
GER,RUEHR Christopher,2024-08-08,Male,2.0,1561322,Men
GER,WEIGAND Justus,2024-08-08,Male,2.0,1561381,Men
GER,MILTKAU Marco,2024-08-08,Male,2.0,1561320,Men
GER,ZWICKER Martin,2024-08-08,Male,2.0,1561324,Men
GER,MUELLER Hannes,2024-08-08,Male,2.0,1561377,Men
GER,HELLWIG Malte,2024-08-08,Male,2.0,1561374,Men
GER,LUDWIG Moritz,2024-08-08,Male,2.0,1561386,Men
GER,DANNEBERG Jean-Paul,2024-08-08,Male,2.0,1561402,Men
IND,SINGH Jarmanpreet,2024-08-08,Male,3.0,1543019,Men
IND,ABHISHEK Abhishek,2024-08-08,Male,3.0,1543026,Men
IND,SINGH Manpreet,2024-08-08,Male,3.0,1543059,Men
IND,SINGH Hardik,2024-08-08,Male,3.0,1543020,Men
IND,SINGH Gurjant,2024-08-08,Male,3.0,1543033,Men
IND,SANJAY Sanjay,2024-08-08,Male,3.0,1543061,Men
IND,SINGH Mandee,2024-08-08,Male,3.0,1543022,Men
IND,SINGH Harmanpreet,2024-08-08,Male,3.0,1543017,Men
IND,UPADHYAY Lalit Kumar,2024-08-08,Male,3.0,1543028,Men
IND,PARATTU RAVEENDRAN Sreejesh,2024-08-08,Male,3.0,1543015,Men
IND,SUMIT Sumit,2024-08-08,Male,3.0,1543064,Men
IND,SINGH Shamsher,2024-08-08,Male,3.0,1543024,Men
IND,PAL Raj Kumar,2024-08-08,Male,3.0,1543029,Men
IND,ROHIDAS Amit,2024-08-08,Male,3.0,1543031,Men
IND,PRASAD Vivek Sagar,2024-08-08,Male,3.0,1543021,Men
IND,SINGH Sukhjeet,2024-08-08,Male,3.0,1543030,Men
AUT,VADLAU Lara,2024-08-08,Female,1.0,1566451,Mixed Dinghy
AUT,MAEHR Lukas,2024-08-08,Male,1.0,1566447,Mixed Dinghy
JPN,OKADA Keiju,2024-08-08,Male,2.0,1941435,Mixed Dinghy
JPN,YOSHIOKA Miho,2024-08-08,Female,2.0,1941438,Mixed Dinghy
SWE,DAHLBERG Anton,2024-08-08,Male,3.0,1564652,Mixed Dinghy
SWE,KARLSSON Lovisa,2024-08-08,Female,3.0,1564651,Mixed Dinghy
ITA,TITA Ruggero,2024-08-08,Male,1.0,1899650,Mixed Multihull
ITA,BANTI Caterina Marianna,2024-08-08,Female,1.0,1899647,Mixed Multihull
ARG,MAJDALANI Mateo,2024-08-08,Male,2.0,1538041,Mixed Multihull
ARG,BOSCO Eugenia,2024-08-08,Female,2.0,1538028,Mixed Multihull
NZL,WILKINSON Micah,2024-08-08,Male,3.0,1918835,Mixed Multihull
NZL,DAWSON Erica,2024-08-08,Female,3.0,1918832,Mixed Multihull
CAN,ADJIBI Eliezer,2024-08-09,Male,1.0,1974038,Men's 4 x 100m Relay
CAN,ASEMOTA Duan,2024-08-09,Male,1.0,1974049,Men's 4 x 100m Relay
CAN,BLAKE Jerome,2024-08-09,Male,1.0,1974065,Men's 4 x 100m Relay
CAN,BROWN Aaron,2024-08-09,Male,1.0,1974072,Men's 4 x 100m Relay
CAN,De GRASSE Andre,2024-08-09,Male,1.0,1974096,Men's 4 x 100m Relay
CAN,RODNEY Brendon,2024-08-09,Male,1.0,1974289,Men's 4 x 100m Relay
RSA,MASWANGANYI Shaun,2024-08-09,Male,2.0,1981059,Men's 4 x 100m Relay
RSA,NKOANA Bradley,2024-08-09,Male,2.0,4343340,Men's 4 x 100m Relay
RSA,RICHARDSON Benjamin,2024-08-09,Male,2.0,1981060,Men's 4 x 100m Relay
RSA,SIMBINE Akani,2024-08-09,Male,2.0,1981055,Men's 4 x 100m Relay
RSA,WALAZA Bayanda,2024-08-09,Male,2.0,4339445,Men's 4 x 100m Relay
GBR,AZU Jeremiah,2024-08-09,Male,3.0,1924439,Men's 4 x 100m Relay
GBR,HINCHLIFFE Louie,2024-08-09,Male,3.0,3557190,Men's 4 x 100m Relay
GBR,HUGHES Zharnel,2024-08-09,Male,3.0,1924431,Men's 4 x 100m Relay
GBR,KILTY Richard,2024-08-09,Male,3.0,1924442,Men's 4 x 100m Relay
GBR,MITCHELL-BLAKE Nethaneel,2024-08-09,Male,3.0,1924457,Men's 4 x 100m Relay
USA,DAVIS Tamari,2024-08-09,Female,1.0,1960709,Women's 4 x 100m Relay
USA,HOBBS Aleia,2024-08-09,Female,1.0,1960115,Women's 4 x 100m Relay
USA,JEFFERSON Melissa,2024-08-09,Female,1.0,1961011,Women's 4 x 100m Relay
USA,RICHARDSON Sha'carri,2024-08-09,Female,1.0,1960181,Women's 4 x 100m Relay
USA,TERRY Twanisha,2024-08-09,Female,1.0,1965942,Women's 4 x 100m Relay
USA,THOMAS Gabrielle,2024-08-09,Female,1.0,1965868,Women's 4 x 100m Relay
GBR,ASHER-SMITH Dina,2024-08-09,Female,2.0,1924384,Women's 4 x 100m Relay
GBR,HENRY Desiree,2024-08-09,Female,2.0,1956843,Women's 4 x 100m Relay
GBR,HUNT Amy,2024-08-09,Female,2.0,1924432,Women's 4 x 100m Relay
GBR,LANSIQUOT Imani,2024-08-09,Female,2.0,1924446,Women's 4 x 100m Relay
GBR,NEITA Daryll,2024-08-09,Female,2.0,1924460,Women's 4 x 100m Relay
GBR,WILLIAMS Bianca,2024-08-09,Female,2.0,1924507,Women's 4 x 100m Relay
GER,BURGHARDT Alexandra,2024-08-09,Female,3.0,1920096,Women's 4 x 100m Relay
GER,HAASE Rebekka,2024-08-09,Female,3.0,1920119,Women's 4 x 100m Relay
GER,JUNK Sophia,2024-08-09,Female,3.0,1920142,Women's 4 x 100m Relay
GER,LUECKENKEMPER Gina,2024-08-09,Female,3.0,1920164,Women's 4 x 100m Relay
GER,MAYER Lisa,2024-08-09,Female,3.0,1920169,Women's 4 x 100m Relay
BRA,SILVA RAMOS Ana Patricia,2024-08-09,Female,1.0,1964058,Women
BRA,SANTOS LISBOA Eduarda,2024-08-09,Female,1.0,1964088,Women
CAN,HUMANA-PAREDES Melissa,2024-08-09,Female,2.0,1967340,Women
CAN,WILKERSON Brandie,2024-08-09,Female,2.0,1967346,Women
SUI,HUEBERLI Tanja,2024-08-09,Female,3.0,1976570,Women
SUI,BRUNNER Nina,2024-08-09,Female,3.0,1976465,Women
GER,SCHOPF Jacob,2024-08-09,Male,1.0,1913746,Men's Kayak Double 500m
GER,LEMKE Max,2024-08-09,Male,1.0,1913736,Men's Kayak Double 500m
HUN,NADAS Bence,2024-08-09,Male,2.0,1570441,Men's Kayak Double 500m
HUN,TOTKA Sandor,2024-08-09,Male,2.0,1570845,Men's Kayak Double 500m
AUS,van der WESTHUYZEN Jean,2024-08-09,Male,3.0,1940218,Men's Kayak Double 500m
AUS,GREEN Tom,2024-08-09,Male,3.0,1940223,Men's Kayak Double 500m
CHN,XU Shixiao,2024-08-09,Female,1.0,1927382,Women's Canoe Double 500m
CHN,SUN Mengya,2024-08-09,Female,1.0,1927383,Women's Canoe Double 500m
UKR,LUZAN Liudmyla,2024-08-09,Female,2.0,1897153,Women's Canoe Double 500m
UKR,RYBACHOK Anastasiia,2024-08-09,Female,2.0,1897155,Women's Canoe Double 500m
CAN,MACKENZIE Sloan,2024-08-09,Female,3.0,1964583,Women's Canoe Double 500m
CAN,VINCENT Katie,2024-08-09,Female,3.0,1964547,Women's Canoe Double 500m
NZL,CARRINGTON Lisa,2024-08-09,Female,1.0,1945383,Women's Kayak Double 500m
NZL,HOSKIN Alicia,2024-08-09,Female,1.0,1945378,Women's Kayak Double 500m
HUN,CSIPES Tamara,2024-08-09,Female,2.0,1568350,Women's Kayak Double 500m
HUN,GAZSO Alida Dora,2024-08-09,Female,2.0,1568750,Women's Kayak Double 500m
GER,PASZEK Paulina,2024-08-09,Female,3.0,1913800,Women's Kayak Double 500m
GER,HAKE Jule Marie,2024-08-09,Female,3.0,1913749,Women's Kayak Double 500m
HUN,PUPP Noemi,2024-08-09,Female,3.0,1570556,Women's Kayak Double 500m
HUN,FOJT Sara,2024-08-09,Female,3.0,1568745,Women's Kayak Double 500m
ITA,GUAZZINI Vittoria,2024-08-09,Female,1.0,1923042,Women's Madison
ITA,CONSONNI Chiara,2024-08-09,Female,1.0,1923048,Women's Madison
GBR,EVANS Neah,2024-08-09,Female,2.0,1912519,Women's Madison
GBR,BARKER Elinor,2024-08-09,Female,2.0,1912507,Women's Madison
NED,van BELLE Lisa,2024-08-09,Female,3.0,1969170,Women's Madison
NED,van der DUIN Maike,2024-08-09,Female,3.0,1969173,Women's Madison
ESP,TENAS Arnau,2024-08-09,Male,1.0,1942296,Men
ESP,PUBILL Marc,2024-08-09,Male,1.0,1942269,Men
ESP,MIRANDA Juan,2024-08-09,Male,1.0,1942241,Men
ESP,GARCIA Eric,2024-08-09,Male,1.0,1942076,Men
ESP,CUBARSI Pau,2024-08-09,Male,1.0,1942056,Men
ESP,BARRIOS Pablo,2024-08-09,Male,1.0,1942037,Men
ESP,LOPEZ Diego,2024-08-09,Male,1.0,1942222,Men
ESP,TURRIENTES Benat,2024-08-09,Male,1.0,1942301,Men
ESP,RUIZ Abel,2024-08-09,Male,1.0,1942280,Men
ESP,BAENA Alex,2024-08-09,Male,1.0,1942033,Men
ESP,LOPEZ Fermin,2024-08-09,Male,1.0,1942221,Men
ESP,PACHECO Jon,2024-08-09,Male,1.0,1942259,Men
ESP,GARCIA Joan,2024-08-09,Male,1.0,1942077,Men
ESP,OROZ Aimar,2024-08-09,Male,1.0,1942257,Men
ESP,GUTIERREZ Miguel,2024-08-09,Male,1.0,1942099,Men
ESP,BERNABE Adrian,2024-08-09,Male,1.0,1942039,Men
ESP,GOMEZ Sergio,2024-08-09,Male,1.0,1942089,Men
ESP,OMORODION Samu,2024-08-09,Male,1.0,1942256,Men
ESP,MOSQUERA Cristhian,2024-08-09,Male,1.0,1942248,Men
ESP,SANCHEZ Juanlu,2024-08-09,Male,1.0,1942289,Men
ESP,CAMELLO Sergio,2024-08-09,Male,1.0,1942046,Men
ESP,ITURBE Alejandro,2024-08-09,Male,1.0,1942104,Men
FRA,NKAMBADIO Obed,2024-08-09,Male,2.0,1900695,Men
FRA,LUKEBA Castello,2024-08-09,Male,2.0,1900683,Men
FRA,TRUFFERT Adrien,2024-08-09,Male,2.0,1900718,Men
FRA,BADE Loic,2024-08-09,Male,2.0,4669223,Men
FRA,SILDILLIA Kiliann,2024-08-09,Male,2.0,1900709,Men
FRA,KONE Manu,2024-08-09,Male,2.0,1900672,Men
FRA,OLISE Michael,2024-08-09,Male,2.0,1900699,Men
FRA,AKLIOUCHE Maghnes,2024-08-09,Male,2.0,1900626,Men
FRA,KALIMUENDO Arnaud,2024-08-09,Male,2.0,1900668,Men
FRA,LACAZETTE Alexandre,2024-08-09,Male,2.0,1900674,Men
FRA,DOUE Desire,2024-08-09,Male,2.0,1900653,Men
FRA,MILLOT Enzo,2024-08-09,Male,2.0,1900694,Men
FRA,CHOTARD Joris,2024-08-09,Male,2.0,1900644,Men
FRA,MATETA Jean-Philippe,2024-08-09,Male,2.0,3549727,Men
FRA,LOCKO Bradley,2024-08-09,Male,2.0,1900682,Men
FRA,RESTES Guillaume,2024-08-09,Male,2.0,1900702,Men
FRA,MAGASSA Soungoutou,2024-08-09,Male,2.0,1900684,Men
FRA,CHERKI Rayan,2024-08-09,Male,2.0,1900641,Men
FRA,MATSIMA Chrislain,2024-08-09,Male,2.0,1900690,Men
FRA,DIOUF Andy,2024-08-09,Male,2.0,1900651,Men
FRA,LEPENANT Johann,2024-08-09,Male,2.0,1900680,Men
GER,FROHMS Merle,2024-08-09,Female,3.0,1880591,Women
GER,LINDER Sarai,2024-08-09,Female,3.0,1880576,Women
GER,HENDRICH Kathrin,2024-08-09,Female,3.0,1880566,Women
GER,SCHULZE SOLANO Bibiane,2024-08-09,Female,3.0,1880606,Women
GER,HEGERING Marina,2024-08-09,Female,3.0,1880595,Women
GER,MINGE Janina,2024-08-09,Female,3.0,1880574,Women
GER,SCHUELLER Lea,2024-08-09,Female,3.0,1880572,Women
GER,LOHMANN Sydney,2024-08-09,Female,3.0,1880581,Women
GER,NUESKEN Sjoeke,2024-08-09,Female,3.0,1880584,Women
GER,FREIGANG Laura,2024-08-09,Female,3.0,1880573,Women
GER,POPP Alexandra,2024-08-09,Female,3.0,1880564,Women
GER,BERGER Ann-Katrin,2024-08-09,Female,3.0,1880602,Women
GER,DOORSOUN Sara,2024-08-09,Female,3.0,1880565,Women
GER,SENSS Elisa,2024-08-09,Female,3.0,1880609,Women
GER,GWINN Giulia,2024-08-09,Female,3.0,1880575,Women
GER,BRAND Jule,2024-08-09,Female,3.0,1880592,Women
GER,BUEHL Klara,2024-08-09,Female,3.0,1880583,Women
GER,ENDEMANN Vivien,2024-08-09,Female,3.0,1880610,Women
GER,RAUCH Felicitas,2024-08-09,Female,3.0,1880571,Women
GER,ANYOMI Nicole,2024-08-09,Female,3.0,1880578,Women
NED,VEENENDAAL Anne,2024-08-09,Female,1.0,1971974,Women
NED,FOKKE Luna Noa,2024-08-09,Female,1.0,1971927,Women
NED,MOES Freeke,2024-08-09,Female,1.0,1971955,Women
NED,POST Lisa,2024-08-09,Female,1.0,1971960,Women
NED,de WAARD Xan,2024-08-09,Female,1.0,1971978,Women
NED,JANSEN Yibbi,2024-08-09,Female,1.0,1971940,Women
NED,van LAARHOVEN Renee,2024-08-09,Female,1.0,1971948,Women
NED,ALBERS Felice,2024-08-09,Female,1.0,1971903,Women
NED,VERSCHOOR Maria,2024-08-09,Female,1.0,1971975,Women
NED,KOOLEN Sanne,2024-08-09,Female,1.0,1971945,Women
NED,MATLA Frederique,2024-08-09,Female,1.0,1971950,Women
NED,BURG Joosje,2024-08-09,Female,1.0,1971919,Women
NED,JOCHEMS Marleen,2024-08-09,Female,1.0,1971942,Women
NED,SANDERS Pien,2024-08-09,Female,1.0,1971965,Women
NED,VEEN Marijn,2024-08-09,Female,1.0,1971973,Women
NED,NUNNINK Laura,2024-08-09,Female,1.0,1971958,Women
NED,DICKE Pien,2024-08-09,Female,1.0,1971923,Women
CHN,YE Jiao,2024-08-09,Female,2.0,1926915,Women
CHN,GU Bingfeng,2024-08-09,Female,2.0,1926896,Women
CHN,YANG Liu,2024-08-09,Female,2.0,1926914,Women
CHN,ZHANG Ying,2024-08-09,Female,2.0,1926920,Women
CHN,CHEN Yi,2024-08-09,Female,2.0,1926893,Women
CHN,MA Ning,2024-08-09,Female,2.0,1926908,Women
CHN,LI Hong,2024-08-09,Female,2.0,1926901,Women
CHN,OU Zixia,2024-08-09,Female,2.0,1926909,Women
CHN,DAN Wen,2024-08-09,Female,2.0,1926894,Women
CHN,ZOU Meirong,2024-08-09,Female,2.0,1926923,Women
CHN,HE Jiangxin,2024-08-09,Female,2.0,1926898,Women
CHN,FAN Yunxia,2024-08-09,Female,2.0,1926895,Women
CHN,CHEN Yang,2024-08-09,Female,2.0,1926926,Women
CHN,XU Wenyu,2024-08-09,Female,2.0,1926912,Women
CHN,ZHONG Jiaqi,2024-08-09,Female,2.0,1926922,Women
CHN,TAN Jinzhuang,2024-08-09,Female,2.0,1926910,Women
CHN,YU Anhui,2024-08-09,Female,2.0,1926916,Women
ARG,TOCCALINO Sofia,2024-08-09,Female,3.0,1538304,Women
ARG,GORZELANY Agustina,2024-08-09,Female,3.0,1538274,Women
ARG,RAPOSO RUIZ de los LLANOS Valentina,2024-08-09,Female,3.0,1538294,Women
ARG,ALONSO Agostina,2024-08-09,Female,3.0,1538253,Women
ARG,ALBERTARRIO Agustina,2024-08-09,Female,3.0,1538244,Women
ARG,GRANATTO Maria,2024-08-09,Female,3.0,1538276,Women
ARG,COSENTINO Cristina,2024-08-09,Female,3.0,1538266,Women
ARG,SANCHEZ MOCCIA Rocio,2024-08-09,Female,3.0,1538295,Women
ARG,SAUZE VALDEZ Victoria,2024-08-09,Female,3.0,1538299,Women
ARG,CAIRO Sofia,2024-08-09,Female,3.0,1538261,Women
ARG,TRINCHINETTI Eugenia,2024-08-09,Female,3.0,1538305,Women
ARG,CASAS Lara,2024-08-09,Female,3.0,1538262,Women
ARG,CASTELLARO MORELLO Juana,2024-08-09,Female,3.0,1538263,Women
ARG,CAMPOY Maria,2024-08-09,Female,3.0,1538260,Women
ARG,JANKUNAS Julieta,2024-08-09,Female,3.0,1538277,Women
ARG,DIAZ de ARMAS Zoe,2024-08-09,Female,3.0,1900397,Women
CHN,FAN Zhendong,2024-08-09,Male,1.0,1902295,Men's Team
CHN,MA Long,2024-08-09,Male,1.0,1902300,Men's Team
CHN,WANG Chuqin,2024-08-09,Male,1.0,1902301,Men's Team
SWE,KALLBERG Anton,2024-08-09,Male,2.0,1563381,Men's Team
SWE,KARLSSON Kristian,2024-08-09,Male,2.0,1563386,Men's Team
SWE,MOREGARD Truls,2024-08-09,Male,2.0,1563390,Men's Team
FRA,GAUZY Simon,2024-08-09,Male,3.0,1889178,Men's Team
FRA,LEBRUN Alexis,2024-08-09,Male,3.0,1889176,Men's Team
FRA,LEBRUN Felix,2024-08-09,Male,3.0,1889177,Men's Team
USA,ANDERSON Matthew,2024-08-09,Male,3.0,1917987,Men
USA,AVERILL Taylor,2024-08-09,Male,3.0,1917988,Men
USA,CHRISTENSON Micah,2024-08-09,Male,3.0,1917991,Men
USA,DEFALCO Torey,2024-08-09,Male,3.0,1917993,Men
USA,HOLT Maxwell,2024-08-09,Male,3.0,1918000,Men
USA,JAESCHKE Thomas,2024-08-09,Male,3.0,1918002,Men
USA,JENDRYK II Jeffrey,2024-08-09,Male,3.0,1918003,Men
USA,MA'A Micah,2024-08-09,Male,3.0,1917982,Men
USA,MUAGUTUTIA Garrett,2024-08-09,Male,3.0,1918007,Men
USA,RUSSELL Aaron,2024-08-09,Male,3.0,1918009,Men
USA,SHOJI Erik,2024-08-09,Male,3.0,1918011,Men
USA,SMITH David,2024-08-09,Male,3.0,1918012,Men
USA,ENSING Kyle,2024-08-09,Male,3.0,1917994,Men
CHN,WANG Liuyi,2024-08-10,Female,1.0,1908852,Duet
CHN,WANG Qianyi,2024-08-10,Female,1.0,1908853,Duet
GBR,SHORTMAN Kate,2024-08-10,Female,2.0,1544151,Duet
GBR,THORPE Isabelle,2024-08-10,Female,2.0,1980935,Duet
NED,de BROUWER Bregje,2024-08-10,Female,3.0,1972513,Duet
NED,de BROUWER Noortje,2024-08-10,Female,3.0,1972512,Duet
USA,BAILEY Christopher,2024-08-10,Male,1.0,1960604,Men's 4 x 400m Relay
USA,BENJAMIN Rai,2024-08-10,Male,1.0,1960684,Men's 4 x 400m Relay
USA,DEADMON Bryce,2024-08-10,Male,1.0,1960590,Men's 4 x 400m Relay
USA,HALL Quincy,2024-08-10,Male,1.0,1960177,Men's 4 x 400m Relay
USA,LINDSEY Courtney,2024-08-10,Male,1.0,1965202,Men's 4 x 400m Relay
USA,NORMAN Michael,2024-08-10,Male,1.0,1965289,Men's 4 x 400m Relay
USA,NORWOOD Vernon,2024-08-10,Male,1.0,1960111,Men's 4 x 400m Relay
USA,WILSON Quincy,2024-08-10,Male,1.0,4979564,Men's 4 x 400m Relay
BOT,EPPIE Lee Bhekempilo,2024-08-10,Male,2.0,4975921,Men's 4 x 400m Relay
BOT,KEBINATSHIPI Busang Collen,2024-08-10,Male,2.0,1950939,Men's 4 x 400m Relay
BOT,NDORI Bayapo,2024-08-10,Male,2.0,1950897,Men's 4 x 400m Relay
BOT,PESELA Anthony,2024-08-10,Male,2.0,1951506,Men's 4 x 400m Relay
BOT,SCOTCH Leungo,2024-08-10,Male,2.0,1950918,Men's 4 x 400m Relay
BOT,TEBOGO Letsile,2024-08-10,Male,2.0,1936983,Men's 4 x 400m Relay
GBR,DAVEY Lewis,2024-08-10,Male,3.0,1924406,Men's 4 x 400m Relay
GBR,DOBSON Charles,2024-08-10,Male,3.0,1924409,Men's 4 x 400m Relay
GBR,HARRIES Toby,2024-08-10,Male,3.0,4663897,Men's 4 x 400m Relay
GBR,HAYDOCK-WILSON Alex,2024-08-10,Male,3.0,1924426,Men's 4 x 400m Relay
GBR,HUDSON-SMITH Matthew,2024-08-10,Male,3.0,1924430,Men's 4 x 400m Relay
GBR,REARDON Samuel,2024-08-10,Male,3.0,1956853,Men's 4 x 400m Relay
GBR,CARVELL Charlie,2024-08-10,Male,3.0,1924402,Men's 4 x 400m Relay
USA,BROWN Kaylyn,2024-08-10,Female,1.0,1960650,Women's 4 x 400m Relay
USA,BUTLER Aaliyah,2024-08-10,Female,1.0,4979555,Women's 4 x 400m Relay
USA,ELLIS Kendall,2024-08-10,Female,1.0,1960984,Women's 4 x 400m Relay
USA,HAYES Quanera,2024-08-10,Female,1.0,1961016,Women's 4 x 400m Relay
USA,HOLMES Alexis,2024-08-10,Female,1.0,1960909,Women's 4 x 400m Relay
USA,LITTLE Shamier,2024-08-10,Female,1.0,1960179,Women's 4 x 400m Relay
USA,McLAUGHLIN-LEVRONE Sydney,2024-08-10,Female,1.0,1965308,Women's 4 x 400m Relay
USA,THOMAS Gabrielle,2024-08-10,Female,1.0,1965868,Women's 4 x 400m Relay
NED,BOL Femke,2024-08-10,Female,2.0,1972078,Women's 4 x 400m Relay
NED,de WITTE Lisanne,2024-08-10,Female,2.0,1972288,Women's 4 x 400m Relay
NED,KLAVER Lieke,2024-08-10,Female,2.0,1972115,Women's 4 x 400m Relay
NED,PEETERS Cathelijn,2024-08-10,Female,2.0,1972240,Women's 4 x 400m Relay
NED,SAALBERG Eveline,2024-08-10,Female,2.0,1972248,Women's 4 x 400m Relay
NED,van de WIEL Anne,2024-08-10,Female,2.0,4980004,Women's 4 x 400m Relay
NED,van der SCHOOT Myrte,2024-08-10,Female,2.0,1972251,Women's 4 x 400m Relay
GBR,ANNING Amber,2024-08-10,Female,3.0,1924383,Women's 4 x 400m Relay
GBR,JOHN Yemi Mary,2024-08-10,Female,3.0,1924437,Women's 4 x 400m Relay
GBR,KELLY Hannah,2024-08-10,Female,3.0,1956846,Women's 4 x 400m Relay
GBR,NIELSEN Laviai,2024-08-10,Female,3.0,1924464,Women's 4 x 400m Relay
GBR,NIELSEN Lina,2024-08-10,Female,3.0,1924463,Women's 4 x 400m Relay
GBR,OHURUOGU Victoria,2024-08-10,Female,3.0,1924470,Women's 4 x 400m Relay
GBR,WILLIAMS Jodie,2024-08-10,Female,3.0,1924506,Women's 4 x 400m Relay
GBR,YEARGIN Nicole,2024-08-10,Female,3.0,1924509,Women's 4 x 400m Relay
USA,CURRY Stephen,2024-08-10,Male,1.0,1954698,Men
USA,EDWARDS Anthony,2024-08-10,Male,1.0,1954701,Men
USA,JAMES LeBron,2024-08-10,Male,1.0,1954714,Men
USA,DURANT Kevin,2024-08-10,Male,1.0,1954700,Men
USA,WHITE Derrick,2024-08-10,Male,1.0,1954724,Men
USA,HALIBURTON Tyrese,2024-08-10,Male,1.0,1954705,Men
