country_id,name,medal_date,gender,medal_code,athlete_id,event_id
FRA,GABA Joan-Benjamin,2024-08-03,Male,1.0,1891311,Mixed Team
FRA,KHYAR Walide,2024-08-03,Male,1.0,1891307,Mixed Team
FRA,MKHEIDZE Luka,2024-08-03,Male,1.0,1891304,Mixed Team
FRA,DJALO Alpha Oumar,2024-08-03,Male,1.0,1891314,Mixed Team
FRA,NGAYAP HAMBOU Maxime-Gael,2024-08-03,Male,1.0,1891318,Mixed Team
FRA,DIESSE Aurelien,2024-08-03,Male,1.0,1891320,Mixed Team
FRA,RINER Teddy,2024-08-03,Male,1.0,1891323,Mixed Team
JPN,ABE Uta,2024-08-03,Female,2.0,1896760,Mixed Team
JPN,FUNAKUBO Haruka,2024-08-03,Female,2.0,1896733,Mixed Team
JPN,TSUNODA Natsumi,2024-08-03,Female,2.0,1896735,Mixed Team
JPN,NIIZOE Saki,2024-08-03,Female,2.0,1896744,Mixed Team
JPN,TAKAICHI Miku,2024-08-03,Female,2.0,1896767,Mixed Team
JPN,SONE Akira,2024-08-03,Female,2.0,1896762,Mixed Team
JPN,TAKAYAMA Rika,2024-08-03,Female,2.0,1896743,Mixed Team
JPN,ABE Hifumi,2024-08-03,Male,2.0,1896763,Mixed Team
JPN,HASHIMOTO Soichi,2024-08-03,Male,2.0,1896740,Mixed Team
JPN,NAGAYAMA Ryuju,2024-08-03,Male,2.0,1896752,Mixed Team
JPN,MURAO Sanshiro,2024-08-03,Male,2.0,1896750,Mixed Team
JPN,NAGASE Takanori,2024-08-03,Male,2.0,1896765,Mixed Team
JPN,SAITO Tatsuru,2024-08-03,Male,2.0,1896748,Mixed Team
JPN,WOLF Aaron,2024-08-03,Male,2.0,1896764,Mixed Team
BRA,PIMENTA Larissa,2024-08-03,Female,3.0,1953817,Mixed Team
BRA,SILVA Rafaela,2024-08-03,Female,3.0,1953835,Mixed Team
BRA,QUADROS Ketleyn,2024-08-03,Female,3.0,1953812,Mixed Team
BRA,SOUZA Beatriz,2024-08-03,Female,3.0,1953777,Mixed Team
BRA,CARGNIN Daniel,2024-08-03,Male,3.0,1953781,Mixed Team
BRA,LIMA Willian,2024-08-03,Male,3.0,1953840,Mixed Team
BRA,MACEDO Rafael,2024-08-03,Male,3.0,1953832,Mixed Team
BRA,SCHIMIDT Guilherme,2024-08-03,Male,3.0,1953799,Mixed Team
BRA,GONCALVES Leonardo,2024-08-03,Male,3.0,1953816,Mixed Team
BRA,SILVA Rafael,2024-08-03,Male,3.0,1953836,Mixed Team
KOR,HUH Mimi,2024-08-03,Female,3.0,1928067,Mixed Team
KOR,JUNG Yerin,2024-08-03,Female,3.0,1940097,Mixed Team
KOR,LEE Hyekyeong,2024-08-03,Female,3.0,1940098,Mixed Team
KOR,KIM Jisu,2024-08-03,Female,3.0,1928071,Mixed Team
KOR,KIM Hayun,2024-08-03,Female,3.0,1928070,Mixed Team
KOR,YOON Hyunji,2024-08-03,Female,3.0,1928082,Mixed Team
KOR,AN Baul,2024-08-03,Male,3.0,1928064,Mixed Team
KOR,KIM Won Jin,2024-08-03,Male,3.0,1928074,Mixed Team
KOR,HAN Juyeo,2024-08-03,Male,3.0,1928066,Mixed Team
KOR,LEE Joonhwan,2024-08-03,Male,3.0,1928079,Mixed Team
KOR,KIM Minjong,2024-08-03,Male,3.0,1928072,Mixed Team
GBR,CARNEGIE Sholto,2024-08-03,Male,1.0,1901045,Men's Eight
GBR,GIBBS Rory,2024-08-03,Male,1.0,1901068,Men's Eight
GBR,BOLDING Morgan,2024-08-03,Male,1.0,1901036,Men's Eight
GBR,DAWSON Jacob,2024-08-03,Male,1.0,1901051,Men's Eight
GBR,ELWES Charles,2024-08-03,Male,1.0,1901062,Men's Eight
GBR,DIGBY Tom,2024-08-03,Male,1.0,1901056,Men's Eight
GBR,RUDKIN James,2024-08-03,Male,1.0,1901089,Men's Eight
GBR,FORD Tom,2024-08-03,Male,1.0,1901064,Men's Eight
GBR,BRIGHTMORE Harry,2024-08-03,Male,1.0,1901041,Men's Eight
NED,RIENKS Ralf,2024-08-03,Male,2.0,1965596,Men's Eight
NED,MOLENAAR Olav,2024-08-03,Male,2.0,1965587,Men's Eight
NED,de GRAAF Sander,2024-08-03,Male,2.0,1965601,Men's Eight
NED,KNAB Ruben,2024-08-03,Male,2.0,1965592,Men's Eight
NED,van DOORN Gert-Jan,2024-08-03,Male,2.0,1965583,Men's Eight
NED,van de KERKHOF Jacob,2024-08-03,Male,2.0,1965548,Men's Eight
NED,van der BIJ Jan,2024-08-03,Male,2.0,1965597,Men's Eight
NED,MAKKER Mick,2024-08-03,Male,2.0,1965581,Men's Eight
NED,FETTER Dieuwke,2024-08-03,Female,2.0,1965562,Men's Eight
USA,HOLLINGSWORTH Henry,2024-08-03,Male,3.0,1944696,Men's Eight
USA,RUSHER Nick,2024-08-03,Male,3.0,1944757,Men's Eight
USA,TABASH Christian,2024-08-03,Male,3.0,1944764,Men's Eight
USA,DEAN Clark,2024-08-03,Male,3.0,1944660,Men's Eight
USA,CARLSON Chris,2024-08-03,Male,3.0,1944642,Men's Eight
USA,CHATAIN Peter,2024-08-03,Male,3.0,1944646,Men's Eight
USA,OLSON Evan,2024-08-03,Male,3.0,1944625,Men's Eight
USA,QUINTON Pieter,2024-08-03,Male,3.0,1944747,Men's Eight
USA,MILNE Rielly,2024-08-03,Male,3.0,1944731,Men's Eight
ROU,RUSU Maria Magdalena,2024-08-03,Female,1.0,1550630,Women's Eight
ROU,ANGHEL Roxana,2024-08-03,Female,1.0,1550289,Women's Eight
ROU,BODNAR Ancuta,2024-08-03,Female,1.0,1550303,Women's Eight
ROU,LEHACI Maria,2024-08-03,Female,1.0,1550437,Women's Eight
ROU,ADAM Adriana,2024-08-03,Female,1.0,1550285,Women's Eight
ROU,BERES Amalia,2024-08-03,Female,1.0,1550294,Women's Eight
ROU,VRINCEANU Ioana,2024-08-03,Female,1.0,1550789,Women's Eight
ROU,RADIS Simona,2024-08-03,Female,1.0,1550560,Women's Eight
ROU,PETREANU Victoria Stefania,2024-08-03,Female,1.0,1550542,Women's Eight
CAN,SEVICK Jessica,2024-08-03,Female,2.0,1967522,Women's Eight
CAN,FILMER Caileigh,2024-08-03,Female,2.0,4031142,Women's Eight
CAN,MESCHKULEIT Maya,2024-08-03,Female,2.0,1967515,Women's Eight
CAN,GRUCHALLA-WESIERSKI Kasia,2024-08-03,Female,2.0,1967511,Women's Eight
CAN,WASTENEYS Avalon,2024-08-03,Female,2.0,1967530,Women's Eight
CAN,PAYNE Sydney,2024-08-03,Female,2.0,1967517,Women's Eight
CAN,WALKER Kristina,2024-08-03,Female,2.0,1967528,Women's Eight
CAN,DENT Abby,2024-08-03,Female,2.0,1967508,Women's Eight
CAN,KIT Kristen,2024-08-03,Female,2.0,1967514,Women's Eight
GBR,LONG Heidi,2024-08-03,Female,3.0,1901079,Women's Eight
GBR,McKELLAR Rowan,2024-08-03,Female,3.0,1901080,Women's Eight
GBR,DUNFORD Holly,2024-08-03,Female,3.0,1901059,Women's Eight
GBR,FORD Emily,2024-08-03,Female,3.0,1901065,Women's Eight
GBR,IRWIN Lauren,2024-08-03,Female,3.0,1901077,Women's Eight
GBR,STEWART Eve,2024-08-03,Female,3.0,1901094,Women's Eight
GBR,TAYLOR Harriet,2024-08-03,Female,3.0,1901096,Women's Eight
GBR,CAMPBELL-ORDE Annie,2024-08-03,Female,3.0,1901044,Women's Eight
GBR,FIELDMAN Henry,2024-08-03,Male,3.0,1901063,Women's Eight
USA,SMITH Regan,2024-08-03,Female,1.0,1935984,Mixed 4 x 100m Medley Relay
USA,SWANSON Charlie,2024-08-03,Male,1.0,1935992,Mixed 4 x 100m Medley Relay
USA,DRESSEL Caeleb,2024-08-03,Male,1.0,1935896,Mixed 4 x 100m Medley Relay
USA,WEITZEIL Abbey,2024-08-03,Female,1.0,1935860,Mixed 4 x 100m Medley Relay
USA,FINK Nic,2024-08-03,Male,1.0,1935901,Mixed 4 x 100m Medley Relay
USA,HUSKE Torri,2024-08-03,Female,1.0,1935923,Mixed 4 x 100m Medley Relay
USA,MURPHY Ryan,2024-08-03,Male,1.0,1935957,Mixed 4 x 100m Medley Relay
USA,WALSH Gretchen,2024-08-03,Female,1.0,1935998,Mixed 4 x 100m Medley Relay
CHN,XU Jiayu,2024-08-03,Male,2.0,1945132,Mixed 4 x 100m Medley Relay
CHN,TANG Qianting,2024-08-03,Female,2.0,1945200,Mixed 4 x 100m Medley Relay
CHN,ZHANG Yufei,2024-08-03,Female,2.0,1945125,Mixed 4 x 100m Medley Relay
CHN,PAN Zhanle,2024-08-03,Male,2.0,1945148,Mixed 4 x 100m Medley Relay
CHN,QIN Haiyang,2024-08-03,Male,2.0,1945128,Mixed 4 x 100m Medley Relay
CHN,YANG Junxuan,2024-08-03,Female,2.0,1945159,Mixed 4 x 100m Medley Relay
AUS,ANDERSON Iona,2024-08-03,Female,3.0,1946183,Mixed 4 x 100m Medley Relay
AUS,STUBBLETY-COOK Zac,2024-08-03,Male,3.0,1946185,Mixed 4 x 100m Medley Relay
AUS,McKEON Emma,2024-08-03,Female,3.0,1946177,Mixed 4 x 100m Medley Relay
AUS,CHALMERS Kyle,2024-08-03,Male,3.0,1946200,Mixed 4 x 100m Medley Relay
AUS,McKEOWN Kaylee,2024-08-03,Female,3.0,1946198,Mixed 4 x 100m Medley Relay
AUS,O'CALLAGHAN Mollie,2024-08-03,Female,3.0,1946218,Mixed 4 x 100m Medley Relay
AUS,TEMPLE Matthew,2024-08-03,Male,3.0,1946209,Mixed 4 x 100m Medley Relay
AUS,YONG Joshua,2024-08-03,Male,3.0,1946195,Mixed 4 x 100m Medley Relay
AUS,EBDEN Matthew,2024-08-03,Male,1.0,1967767,Men's Doubles
AUS,PEERS John,2024-08-03,Male,1.0,1967762,Men's Doubles
USA,KRAJICEK Austin,2024-08-03,Male,2.0,1930790,Men's Doubles
USA,RAM Rajeev,2024-08-03,Male,2.0,1930804,Men's Doubles
USA,FRITZ Taylor,2024-08-03,Male,3.0,1930782,Men's Doubles
USA,PAUL Tommy,2024-08-03,Male,3.0,1930801,Men's Doubles
TPE,LEE Yang,2024-08-04,Male,1.0,1570107,Men's Doubles
TPE,WANG Chi-Lin,2024-08-04,Male,1.0,1570105,Men's Doubles
CHN,LIANG Wei Keng,2024-08-04,Male,2.0,1913424,Men's Doubles
CHN,WANG Chang,2024-08-04,Male,2.0,1913429,Men's Doubles
MAS,CHIA Aaron,2024-08-04,Male,3.0,1566564,Men's Doubles
MAS,SOH Wooi Yik,2024-08-04,Male,3.0,1569961,Men's Doubles
JPN,MATSUYAMA Kyosuke,2024-08-04,Male,1.0,1896550,Men's Foil Team
JPN,IIMURA Kazuki,2024-08-04,Male,1.0,1896532,Men's Foil Team
JPN,SHIKINE Takahiro,2024-08-04,Male,1.0,1896553,Men's Foil Team
JPN,NAGANO Yudai,2024-08-04,Male,1.0,1896551,Men's Foil Team
ITA,BIANCHI Guillaume,2024-08-04,Male,2.0,1924291,Men's Foil Team
ITA,MACCHI Filippo,2024-08-04,Male,2.0,1924289,Men's Foil Team
ITA,MARINI Tommaso,2024-08-04,Male,2.0,1924287,Men's Foil Team
ITA,FOCONI Alessio,2024-08-04,Male,2.0,1924290,Men's Foil Team
FRA,LEFORT Enzo,2024-08-04,Male,3.0,1916213,Men's Foil Team
FRA,PAUTY Maxime,2024-08-04,Male,3.0,1916215,Men's Foil Team
FRA,MERTINE Julien,2024-08-04,Male,3.0,1916216,Men's Foil Team
FRA,CHASTANET Maximilien,2024-08-04,Male,3.0,1916217,Men's Foil Team
CHN,XU Jiayu,2024-08-04,Male,1.0,1945132,Men's 4 x 100m Medley Relay
CHN,QIN Haiyang,2024-08-04,Male,1.0,1945128,Men's 4 x 100m Medley Relay
CHN,WANG Changhao,2024-08-04,Male,1.0,1945149,Men's 4 x 100m Medley Relay
CHN,PAN Zhanle,2024-08-04,Male,1.0,1945148,Men's 4 x 100m Medley Relay
CHN,SUN Jiajun,2024-08-04,Male,1.0,1945127,Men's 4 x 100m Medley Relay
USA,ARMSTRONG Hunter,2024-08-04,Male,2.0,1935871,Men's 4 x 100m Medley Relay
USA,SWANSON Charlie,2024-08-04,Male,2.0,1935992,Men's 4 x 100m Medley Relay
USA,HEILMAN Thomas,2024-08-04,Male,2.0,1935915,Men's 4 x 100m Medley Relay
USA,ALEXY Jack,2024-08-04,Male,2.0,1935869,Men's 4 x 100m Medley Relay
USA,DRESSEL Caeleb,2024-08-04,Male,2.0,1935896,Men's 4 x 100m Medley Relay
USA,FINK Nic,2024-08-04,Male,2.0,1935901,Men's 4 x 100m Medley Relay
USA,MURPHY Ryan,2024-08-04,Male,2.0,1935957,Men's 4 x 100m Medley Relay
FRA,NDOYE-BROUARD Yohann,2024-08-04,Male,3.0,1909299,Men's 4 x 100m Medley Relay
FRA,MARCHAND Leon,2024-08-04,Male,3.0,1909294,Men's 4 x 100m Medley Relay
FRA,SECCHI Clement,2024-08-04,Male,3.0,1909307,Men's 4 x 100m Medley Relay
FRA,FENTE--DAMERS Rafael,2024-08-04,Male,3.0,1909278,Men's 4 x 100m Medley Relay
FRA,GROUSSET Maxime,2024-08-04,Male,3.0,1909284,Men's 4 x 100m Medley Relay
FRA,MANAUDOU Florent,2024-08-04,Male,3.0,1909292,Men's 4 x 100m Medley Relay
USA,BERKOFF Katharine,2024-08-04,Female,1.0,1935873,Women's 4 x 100m Medley Relay
USA,WEBER Emma,2024-08-04,Female,1.0,1935999,Women's 4 x 100m Medley Relay
USA,SHACKELL Alex,2024-08-04,Female,1.0,1935979,Women's 4 x 100m Medley Relay
USA,DOUGLASS Kate,2024-08-04,Female,1.0,1935895,Women's 4 x 100m Medley Relay
USA,HUSKE Torri,2024-08-04,Female,1.0,1935923,Women's 4 x 100m Medley Relay
USA,KING Lilly,2024-08-04,Female,1.0,1935932,Women's 4 x 100m Medley Relay
USA,SMITH Regan,2024-08-04,Female,1.0,1935984,Women's 4 x 100m Medley Relay
USA,WALSH Gretchen,2024-08-04,Female,1.0,1935998,Women's 4 x 100m Medley Relay
AUS,ANDERSON Iona,2024-08-04,Female,2.0,1946183,Women's 4 x 100m Medley Relay
AUS,RAMSAY Ella,2024-08-04,Female,2.0,1946174,Women's 4 x 100m Medley Relay
AUS,PERKINS Alexandria,2024-08-04,Female,2.0,1946146,Women's 4 x 100m Medley Relay
AUS,HARRIS Meg,2024-08-04,Female,2.0,1946212,Women's 4 x 100m Medley Relay
AUS,McKEON Emma,2024-08-04,Female,2.0,1946177,Women's 4 x 100m Medley Relay
AUS,McKEOWN Kaylee,2024-08-04,Female,2.0,1946198,Women's 4 x 100m Medley Relay
AUS,O'CALLAGHAN Mollie,2024-08-04,Female,2.0,1946218,Women's 4 x 100m Medley Relay
AUS,STRAUCH Jenna,2024-08-04,Female,2.0,1946190,Women's 4 x 100m Medley Relay
CHN,WANG Xueer,2024-08-04,Female,3.0,1945157,Women's 4 x 100m Medley Relay
CHN,TANG Qianting,2024-08-04,Female,3.0,1945200,Women's 4 x 100m Medley Relay
CHN,YU Yiting,2024-08-04,Female,3.0,1945164,Women's 4 x 100m Medley Relay
CHN,WU Qingfeng,2024-08-04,Female,3.0,1945206,Women's 4 x 100m Medley Relay
CHN,WAN Letian,2024-08-04,Female,3.0,1945202,Women's 4 x 100m Medley Relay
CHN,YANG Junxuan,2024-08-04,Female,3.0,1945159,Women's 4 x 100m Medley Relay
CHN,ZHANG Yufei,2024-08-04,Female,3.0,1945125,Women's 4 x 100m Medley Relay
ITA,ERRANI Sara,2024-08-04,Female,1.0,1562409,Women's Doubles
ITA,PAOLINI Jasmine,2024-08-04,Female,1.0,1910330,Women's Doubles
AIN,ANDREEVA Mirra,2024-08-04,Female,2.0,1979734,Women's Doubles
AIN,SHNAIDER Diana,2024-08-04,Female,2.0,1979732,Women's Doubles
ESP,BUCSA Cristina,2024-08-04,Female,3.0,1563687,Women's Doubles
ESP,SORRIBES TORMO Sara,2024-08-04,Female,3.0,1563681,Women's Doubles
NED,SLAGTER Arvin,2024-08-05,Male,1.0,1970800,Men
NED,de JONG Worthy,2024-08-05,Male,1.0,1970792,Men
NED,van der HORST Dimeo,2024-08-05,Male,1.0,1970796,Men
NED,DRIESSEN Jan,2024-08-05,Male,1.0,1970797,Men
FRA,VERGIAT Timothe,2024-08-05,Male,2.0,1568595,Men
FRA,SEGUELA Franck,2024-08-05,Male,2.0,1568603,Men
FRA,DUSSOULIER Lucas,2024-08-05,Male,2.0,1568606,Men
FRA,RAMBAUT Jules,2024-08-05,Male,2.0,1568608,Men
LTU,DZIAUGYS Evaldas,2024-08-05,Male,3.0,1943480,Men
LTU,MATULIS Gintautas,2024-08-05,Male,3.0,1943486,Men
LTU,PUKELIS Aurelijus,2024-08-05,Male,3.0,1943471,Men
LTU,VINGELIS Sarunas,2024-08-05,Male,3.0,1943515,Men
GER,BRUNCKHORST Svenja,2024-08-05,Female,1.0,1898807,Women
GER,GREINACHER Sonja,2024-08-05,Female,1.0,1898816,Women
GER,REICHERT Marie,2024-08-05,Female,1.0,1898835,Women
GER,MEVIUS Elisa,2024-08-05,Female,1.0,1898870,Women
ESP,ALONSO Gracia,2024-08-05,Female,2.0,1958461,Women
ESP,YGUERAVIDE Sandra,2024-08-05,Female,2.0,1958573,Women
ESP,GIMENO Vega,2024-08-05,Female,2.0,1958504,Women
ESP,CAMILION Juana,2024-08-05,Female,2.0,1958475,Women
USA,HAMBY Dearica,2024-08-05,Female,3.0,1954736,Women
USA,BURDICK Cierra,2024-08-05,Female,3.0,1954768,Women
USA,van LITH Hailey,2024-08-05,Female,3.0,1954785,Women
USA,HOWARD Rhyne,2024-08-05,Female,3.0,1954738,Women
GBR,MARCHANT Katy,2024-08-05,Female,1.0,1957082,Women's Team Sprint
GBR,FINUCANE Emma,2024-08-05,Female,1.0,1912522,Women's Team Sprint
GBR,CAPEWELL Sophie,2024-08-05,Female,1.0,1912514,Women's Team Sprint
GBR,THOMAS Lowri,2024-08-05,Female,1.0,1912564,Women's Team Sprint
NZL,ANDREWS Ellesse,2024-08-05,Female,2.0,1945040,Women's Team Sprint
NZL,PETCH Rebecca,2024-08-05,Female,2.0,1945068,Women's Team Sprint
NZL,FULTON Shaane,2024-08-05,Female,2.0,1945035,Women's Team Sprint
NZL,KING Olivia,2024-08-05,Female,2.0,1945038,Women's Team Sprint
GER,HINZE Emma,2024-08-05,Female,3.0,1889702,Women's Team Sprint
GER,FRIEDRICH Lea,2024-08-05,Female,3.0,1889704,Women's Team Sprint
GER,GRABOSCH Pauline,2024-08-05,Female,3.0,1889703,Women's Team Sprint
GER,PROEPSTER Alessa,2024-08-05,Female,3.0,1889705,Women's Team Sprint
ITA,BACOSI Diana,2024-08-05,Female,1.0,1915325,Skeet Mixed Team
ITA,ROSSETTI Gabriele,2024-08-05,Male,1.0,1915333,Skeet Mixed Team
USA,SMITH Austen Jewell,2024-08-05,Female,2.0,1944397,Skeet Mixed Team
USA,HANCOCK Vincent,2024-08-05,Male,2.0,1944354,Skeet Mixed Team
CHN,JIANG Yiting,2024-08-05,Female,3.0,1913978,Skeet Mixed Team
CHN,LYU Jianlin,2024-08-05,Male,3.0,1961747,Skeet Mixed Team
GER,HELLWIG Tim,2024-08-05,Male,1.0,1558780,Mixed Relay
GER,TERTSCH Lisa,2024-08-05,Female,1.0,1558784,Mixed Relay
GER,LUEHRS Lasse,2024-08-05,Male,1.0,1558775,Mixed Relay
GER,LINDEMANN Laura,2024-08-05,Female,1.0,1558773,Mixed Relay
USA,RIDER Seth,2024-08-05,Male,2.0,1930750,Mixed Relay
USA,SPIVEY Taylor,2024-08-05,Female,2.0,1930752,Mixed Relay
USA,PEARSON Morgan,2024-08-05,Male,2.0,1930747,Mixed Relay
USA,KNIBB Taylor,2024-08-05,Female,2.0,1930739,Mixed Relay
GBR,YEE Alex,2024-08-05,Male,3.0,1904251,Mixed Relay
GBR,TAYLOR-BROWN Georgia,2024-08-05,Female,3.0,1904248,Mixed Relay
GBR,DICKINSON Samuel,2024-08-05,Male,3.0,1904232,Mixed Relay
GBR,POTTER Beth,2024-08-05,Female,3.0,1904244,Mixed Relay
NED,van den BERG Roy,2024-08-06,Male,1.0,1969218,Men's Team Sprint
NED,LAVREYSEN Harrie,2024-08-06,Male,1.0,1969182,Men's Team Sprint
NED,HOOGLAND Jeffrey,2024-08-06,Male,1.0,1969203,Men's Team Sprint
NED,van LOON Tijmen,2024-08-06,Male,1.0,1969204,Men's Team Sprint
GBR,CARLIN Jack,2024-08-06,Male,2.0,1912515,Men's Team Sprint
GBR,TURNBULL Hamish,2024-08-06,Male,2.0,1912568,Men's Team Sprint
GBR,LOWE Ed,2024-08-06,Male,2.0,1912536,Men's Team Sprint
GBR,TRUMAN Joseph,2024-08-06,Male,2.0,1912567,Men's Team Sprint
AUS,GLAETZER Matthew,2024-08-06,Male,3.0,1940262,Men's Team Sprint
AUS,RICHARDSON Matthew,2024-08-06,Male,3.0,1940263,Men's Team Sprint
AUS,HOFFMAN Leigh,2024-08-06,Male,3.0,1940260,Men's Team Sprint
AUS,CORNISH Thomas,2024-08-06,Male,3.0,1940267,Men's Team Sprint
CHN,CHANG Hao,2024-08-07,Female,1.0,1908847,Team
CHN,FENG Yu,2024-08-07,Female,1.0,1908846,Team
CHN,WANG Qianyi,2024-08-07,Female,1.0,1908853,Team
CHN,WANG Ciyue,2024-08-07,Female,1.0,1908850,Team
CHN,WANG Liuyi,2024-08-07,Female,1.0,1908852,Team
CHN,XIANG Binxuan,2024-08-07,Female,1.0,1908855,Team
CHN,XIAO Yanning,2024-08-07,Female,1.0,1908854,Team
CHN,ZHANG Yayi,2024-08-07,Female,1.0,1908851,Team
CHN,CHENG Wentao,2024-08-07,Female,1.0,1908848,Team
USA,ALVAREZ Anita,2024-08-07,Female,2.0,1943038,Team
USA,CZARKOWSKI Jaime,2024-08-07,Female,2.0,1943040,Team
USA,FIELD Megumi,2024-08-07,Female,2.0,1943042,Team
USA,HUNTER Keana,2024-08-07,Female,2.0,1943043,Team
USA,KWON Audrey,2024-08-07,Female,2.0,1943044,Team
USA,LUU Jacklyn,2024-08-07,Female,2.0,1943046,Team
USA,RAMIREZ Daniella,2024-08-07,Female,2.0,1943048,Team
USA,REMATI Ruby,2024-08-07,Female,2.0,1943049,Team
USA,LIU Calista,2024-08-07,Female,2.0,1943045,Team
ESP,TIO CASAS Iris,2024-08-07,Female,3.0,1954818,Team
ESP,OZHOGINA OZHOGIN Alisa,2024-08-07,Female,3.0,1954815,Team
ESP,MAS PUJADAS Meritxell,2024-08-07,Female,3.0,1954814,Team
ESP,TOLEDANO LAUT Blanca,2024-08-07,Female,3.0,1954819,Team
ESP,RAMIREZ IBANEZ Paula,2024-08-07,Female,3.0,1954816,Team
ESP,LLUIS VALETTE Lilou,2024-08-07,Female,3.0,1954813,Team
ESP,GARCIA POLO Marina,2024-08-07,Female,3.0,1954811,Team
ESP,FERRE GASET Txell,2024-08-07,Female,3.0,1954809,Team
ESP,SALDANA LOPEZ Sara,2024-08-07,Female,3.0,1954817,Team
ESP,MARTIN Alvaro,2024-08-07,Male,1.0,1904165,Marathon Race Walk Relay Mixed
ESP,PEREZ Maria,2024-08-07,Female,1.0,1905369,Marathon Race Walk Relay Mixed
ECU,PINTADO Brian Daniel,2024-08-07,Male,2.0,1929767,Marathon Race Walk Relay Mixed
ECU,MOREJON Glenda,2024-08-07,Female,2.0,1930407,Marathon Race Walk Relay Mixed
AUS,COWLEY Rhydian,2024-08-07,Male,3.0,1939848,Marathon Race Walk Relay Mixed
AUS,MONTAG Jemima,2024-08-07,Female,3.0,1939791,Marathon Race Walk Relay Mixed
AUS,BLEDDYN Oliver,2024-08-07,Male,1.0,1940264,Men's Team Pursuit
AUS,O'BRIEN Kelland,2024-08-07,Male,1.0,1940258,Men's Team Pursuit
AUS,WELSFORD Sam,2024-08-07,Male,1.0,1940265,Men's Team Pursuit
AUS,LEAHY Conor,2024-08-07,Male,1.0,1940253,Men's Team Pursuit
AUS,MORIARTY James,2024-08-07,Male,1.0,1940256,Men's Team Pursuit
GBR,VERNON Ethan,2024-08-07,Male,2.0,1912571,Men's Team Pursuit
GBR,WOOD Oliver,2024-08-07,Male,2.0,1912575,Men's Team Pursuit
GBR,BIGHAM Daniel,2024-08-07,Male,2.0,1912510,Men's Team Pursuit
GBR,TANFIELD Charlie,2024-08-07,Male,2.0,1912560,Men's Team Pursuit
GBR,HAYTER Ethan,2024-08-07,Male,2.0,1957081,Men's Team Pursuit
GBR,STEWART Mark,2024-08-07,Male,2.0,1912557,Men's Team Pursuit
ITA,CONSONNI Simone,2024-08-07,Male,3.0,1923518,Men's Team Pursuit
ITA,GANNA Filippo,2024-08-07,Male,3.0,1923520,Men's Team Pursuit
ITA,LAMON Francesco,2024-08-07,Male,3.0,1923517,Men's Team Pursuit
ITA,MILAN Jonathan,2024-08-07,Male,3.0,1923529,Men's Team Pursuit
ITA,MORO Manlio,2024-08-07,Male,3.0,1923521,Men's Team Pursuit
USA,CUMMINS Olivia,2024-08-07,Female,1.0,1955077,Women's Team Pursuit
USA,EHRLICH Emily,2024-08-07,Female,1.0,1955080,Women's Team Pursuit
USA,FAULKNER Kristen,2024-08-07,Female,1.0,1955081,Women's Team Pursuit
USA,VALENTE Jennifer,2024-08-07,Female,1.0,1955106,Women's Team Pursuit
USA,WILLIAMS Lily,2024-08-07,Female,1.0,1955108,Women's Team Pursuit
USA,DYGERT Chloe,2024-08-07,Female,1.0,1955079,Women's Team Pursuit
NZL,BOTHA Bryony,2024-08-07,Female,2.0,1945056,Women's Team Pursuit
NZL,WOLLASTON Ally,2024-08-07,Female,2.0,1945080,Women's Team Pursuit
NZL,SHEARMAN Emily,2024-08-07,Female,2.0,1945081,Women's Team Pursuit
NZL,SHIELDS Nicole,2024-08-07,Female,2.0,1945061,Women's Team Pursuit
NZL,DONNELLY Samantha,2024-08-07,Female,2.0,1945066,Women's Team Pursuit
GBR,EVANS Neah,2024-08-07,Female,3.0,1912519,Women's Team Pursuit
GBR,BARKER Elinor,2024-08-07,Female,3.0,1912507,Women's Team Pursuit
GBR,KNIGHT Josie,2024-08-07,Female,3.0,1912532,Women's Team Pursuit
GBR,MORRIS Anna,2024-08-07,Female,3.0,1912538,Women's Team Pursuit
GBR,ROBERTS Jessica,2024-08-07,Female,3.0,1957083,Women's Team Pursuit
GBR,BARKER Megan,2024-08-07,Female,3.0,1912508,Women's Team Pursuit
CHN,LIU Hao,2024-08-08,Male,1.0,1927393,Men's Canoe Double 500m
CHN,JI Bowen,2024-08-08,Male,1.0,1927392,Men's Canoe Double 500m
ITA,CASADEI Gabriele,2024-08-08,Male,2.0,1548871,Men's Canoe Double 500m
ITA,TACCHINI Carlo,2024-08-08,Male,2.0,1548868,Men's Canoe Double 500m
ESP,MORENO Joan Antoni,2024-08-08,Male,3.0,1954023,Men's Canoe Double 500m
ESP,DOMINGUEZ Diego,2024-08-08,Male,3.0,1953996,Men's Canoe Double 500m
GER,RENDSCHMIDT Max,2024-08-08,Male,1.0,1913740,Men's Kayak Four 500m
GER,LEMKE Max,2024-08-08,Male,1.0,1913736,Men's Kayak Four 500m
GER,SCHOPF Jacob,2024-08-08,Male,1.0,1913746,Men's Kayak Four 500m
GER,LIEBSCHER-LUCZ Tom,2024-08-08,Male,1.0,1913737,Men's Kayak Four 500m
AUS,FITZSIMMONS Riley,2024-08-08,Male,2.0,1940222,Men's Kayak Four 500m
AUS,van der WESTHUYZEN Pierre,2024-08-08,Male,2.0,1940221,Men's Kayak Four 500m
AUS,COLLINS Jackson,2024-08-08,Male,2.0,1940217,Men's Kayak Four 500m
