athlete_id,medal_date,medal_type,discipline,country,name,birth_date,gender,height,weight,education,Gold Medal,Silver Medal,Bronze Medal,Total
1901027,2024-07-31,Gold Medal,Rowing,Great Britain,Lola ANDERSON,1998-04-16,Female,0.0,0.0,Studied at Newcastle University (GBR),14,22,29,65
1901028,2024-08-01,Silver Medal,Rowing,Great Britain,Helen GLOVER,1986-06-17,Female,0.0,0.0,Studied Exercise Science and Sport Science at Cardiff Metropolitan University (GBR),14,22,29,65
1901036,2024-08-03,Gold Medal,Rowing,Great Britain,Morgan BOLDING,1995-05-13,Male,0.0,0.0,Received a Bachelor's degree in Real Estate in 2018 from Oxford Brookes University (GBR),14,22,29,65
1901037,2024-08-01,Silver Medal,Rowing,Great Britain,Esme BOOTH,1998-12-23,Female,0.0,0.0,Received a Bachelor's degree in Physiotherapy from Oxford Brookes University (GBR)  in 2021,14,22,29,65
1901039,2024-07-31,Gold Medal,Rowing,Great Britain,Georgina BRAYSHAW,1993-10-14,Female,0.0,0.0,Studied at the University of Northampton (GBR),14,22,29,65
1901041,2024-08-03,Gold Medal,Rowing,Great Britain,Harry BRIGHTMORE,1994-07-01,Male,0.0,0.0,Received a Bachelor's degree in Art History in 2017 from Oxford Brookes University,14,22,29,65
1901044,2024-08-03,Bronze Medal,Rowing,Great Britain,Annie CAMPBELL-ORDE,1995-10-05,Female,0.0,0.0,Studied at Loughborough University (GBR),14,22,29,65
1901045,2024-08-03,Gold Medal,Rowing,Great Britain,Sholto CARNEGIE,1995-02-28,Male,0.0,0.0,"Received a Bachelor's degree in Economics in 2018 from Yale University (New Haven, CT, USA)",14,22,29,65
1901048,2024-08-02,Gold Medal,Rowing,Great Britain,Emily CRAIG,1992-11-30,Female,0.0,0.0,"Graduated with a Bachelor's degree in Visual Arts from The Courtauld Institute of Art (London, GBR) and a Master's degree in East Asian Art from the Sotheby's Institute of Art (London, GBR)",14,22,29,65
1901050,2024-08-01,Bronze Medal,Rowing,Great Britain,Freddie DAVIDSON,1998-05-26,Male,0.0,0.0,Studied Engineering at Cambridge University (GBR),14,22,29,65
1901051,2024-08-03,Gold Medal,Rowing,Great Britain,Jacob DAWSON,1993-11-02,Male,0.0,0.0,"Received a Bachelor of Arts in Geography in 2016 from the University of Washington (Seattle, USA)",14,22,29,65
1901056,2024-08-03,Gold Medal,Rowing,Great Britain,Tom DIGBY,1998-07-23,Male,0.0,0.0,"Received a Bachelor's degree in Astronomy and Astrophysics in 2020 from Yale University (New Haven, CT, USA) and then a Master's in Energy Economics and Finance from the University of Aberdeen (GBR)",14,22,29,65
1901059,2024-08-03,Bronze Medal,Rowing,Great Britain,Holly DUNFORD,1999-10-14,Female,0.0,0.0,"Received a Bachelor's degree in Geography and Political Science from the University of Washington (Seattle, USA)",14,22,29,65
1901062,2024-08-03,Gold Medal,Rowing,Great Britain,Charles ELWES,1997-07-15,Male,0.0,0.0,"Received a Bachelor's degree in Political Science and Government in 2019 from Yale University (New Haven, CT, USA) and then studied Medical Ethics at Oxford University (GBR)",14,22,29,65
1901063,2024-08-03,Bronze Medal,Rowing,Great Britain,Henry FIELDMAN,1988-11-25,Male,0.0,0.0,"Received a Bachelor's degree in Zoology from the Imperial College London (GBR) in 2011, a Master's degree in Biology of Vision from the University College London (GBR) in 2012, and a Master's in Philosophy, Psychology and Education from the University of Cambridge (GBR) in 2013",14,22,29,65
1901064,2024-08-03,Gold Medal,Rowing,Great Britain,Tom FORD,1992-10-03,Male,0.0,0.0,Received a Bachelor's degree in Geography and Town Planning and a Master's degree in International Marketing from Newcastle University (GBR),14,22,29,65
1901065,2024-08-03,Bronze Medal,Rowing,Great Britain,Emily FORD,1994-11-08,Female,0.0,0.0,Received a Bachelor of Fine Arts from Newcastle University (GBR) in 2017,14,22,29,65
1901066,2024-08-02,Silver Medal,Rowing,Great Britain,Tom GEORGE,1994-09-22,Male,0.0,0.0,"Graduated with a Bachelor's degree in Politics from Princeton University (NJ, USA) and a Master's degree in Real Estate Finance from Cambridge University (GBR)",14,22,29,65
1901068,2024-08-03,Gold Medal,Rowing,Great Britain,Rory GIBBS,1994-04-03,Male,0.0,0.0,Received a Master's degree in Business Management from Oxford Brookes University (GBR),14,22,29,65
1901071,2024-08-02,Gold Medal,Rowing,Great Britain,Imogen GRANT,1996-02-26,Female,0.0,0.0,"Graduated with Bachelor's degrees in Arts (Physiology, Development and Neuroscience) and Medicine and a Master's degree in Obstetrics and Gynaecology from the Cambridge University (GBR)",14,22,29,65
1901074,2024-07-31,Gold Medal,Rowing,Great Britain,Lauren HENRY,2001-12-21,Female,0.0,0.0,Studies Economics at the University of Leicester (GBR),14,22,29,65
1901075,2024-08-01,Bronze Medal,Rowing,Great Britain,Mathilda HODGKINS BYRNE,1994-10-01,Female,0.0,0.0,Graduated with a Bachelor's degree in Chemistry from the University of Reading (GBR),14,22,29,65
1901077,2024-08-03,Bronze Medal,Rowing,Great Britain,Lauren IRWIN,1998-08-20,Female,0.0,0.0,Studied at Durham University (GBR),14,22,29,65
1901079,2024-08-03,Bronze Medal,Rowing,Great Britain,Heidi LONG,1996-11-29,Female,0.0,0.0,"Studied Biology and Cognitive Science at the University of Virginia (Charlottesville, USA)",14,22,29,65
1901080,2024-08-03,Bronze Medal,Rowing,Great Britain,Rowan McKELLAR,1994-05-24,Female,0.0,0.0,"Studied Sociology at the University of California (Berkeley, USA)",14,22,29,65
1901086,2024-08-01,Silver Medal,Rowing,Great Britain,Sam REDGRAVE,1994-08-18,Female,0.0,0.0,Studied at the University of East Anglia (GBR) and City College Norwich (GBR),14,22,29,65
1901089,2024-08-03,Gold Medal,Rowing,Great Britain,James RUDKIN,1994-07-07,Male,0.0,0.0,Received a Bachelor's degree in History and Politics and then a Master's in History from Newcastle University (GBR),14,22,29,65
1901091,2024-07-31,Gold Medal,Rowing,Great Britain,Hannah SCOTT,1999-06-18,Female,0.0,0.0,"Received a Bachelor's degree in Sociology from Princeton University (NJ, USA) in 2021",14,22,29,65
1901092,2024-08-01,Silver Medal,Rowing,Great Britain,Rebecca SHORTEN,1993-11-25,Female,0.0,0.0,"Studied Sport Science at the University of Roehampton (London, GBR)",14,22,29,65
1901094,2024-08-03,Bronze Medal,Rowing,Great Britain,Eve STEWART,1998-01-13,Female,0.0,0.0,"Studied English and Creative Writing at the University of Iowa (Iowa City, USA)",14,22,29,65
1901096,2024-08-03,Bronze Medal,Rowing,Great Britain,Harriet TAYLOR,1994-02-14,Female,0.0,0.0,"Studied Political Science at Syracuse University (NY, USA)",14,22,29,65
1901099,2024-08-01,Bronze Medal,Rowing,Great Britain,Rebecca WILDE,1997-12-31,Female,0.0,0.0,Graduated with a Bachelor's degree in Sport and Social Science from the University of Bath (GBR),14,22,29,65
1901100,2024-08-01,Bronze Medal,Rowing,Great Britain,Oliver WILKES,1995-07-14,Male,0.0,0.0,Studied Aerospace Engineering at the University of Liverpool (GBR) and later went on to receive a Master's degree in Sustainable Energy Systems from the University of Edinburgh (GBR),14,22,29,65
1901101,2024-08-02,Silver Medal,Rowing,Great Britain,Oliver WYNNE-GRIFFITH,1994-05-29,Male,0.0,0.0,"Graduated with a Bachelor's degree in Political Science from Yale University (New Haven, CT, USA) and a Master's degree in Business Administration from Cambridge Judge Business School (GBR)",14,22,29,65
1901251,2024-08-08,Bronze Medal,Athletics,Jamaica,Rasheed BROADBELL,2000-08-13,Male,186.0,0.0,"University of Technology (Kingston, JAM)",1,3,2,6
1901284,2024-08-10,Gold Medal,Athletics,Ethiopia,Tamirat TOLA,1991-08-11,Male,180.0,0.0,"",1,3,0,4
1901333,2024-08-02,Gold Medal,Tennis,Czechia,Tomas MACHAC,2000-10-13,Male,184.0,0.0,"",3,0,2,5
1901342,2024-08-02,Gold Medal,Tennis,Czechia,Katerina SINIAKOVA,1996-05-10,Female,174.0,0.0,"",3,0,2,5
1901487,2024-08-11,Silver Medal,Athletics,Ethiopia,Tigst ASSEFA,1996-12-03,Female,167.0,0.0,"",1,3,0,4
1901538,2024-08-09,Gold Medal,Diving,China,CHEN Yiwen,1999-06-15,Female,0.0,0.0,"",40,27,24,91
1901538,2024-07-27,Gold Medal,Diving,China,CHEN Yiwen,1999-06-15,Female,0.0,0.0,"",40,27,24,91
1901539,2024-08-09,Bronze Medal,Diving,China,CHANG Yani,2001-12-07,Female,0.0,0.0,"Studying physical education at Huazhong University of Science and Technology (Wuhan, CHN)",40,27,24,91
1901539,2024-07-27,Gold Medal,Diving,China,CHANG Yani,2001-12-07,Female,0.0,0.0,"Studying physical education at Huazhong University of Science and Technology (Wuhan, CHN)",40,27,24,91
1901544,2024-08-06,Silver Medal,Diving,China,CHEN Yuxi,2005-09-11,Female,0.0,0.0,"",40,27,24,91
1901544,2024-07-31,Gold Medal,Diving,China,CHEN Yuxi,2005-09-11,Female,0.0,0.0,"",40,27,24,91
1901545,2024-08-06,Gold Medal,Diving,China,QUAN Hongchan,2007-03-28,Female,0.0,0.0,"",40,27,24,91
1901545,2024-07-31,Gold Medal,Diving,China,QUAN Hongchan,2007-03-28,Female,0.0,0.0,"",40,27,24,91
1901549,2024-08-08,Silver Medal,Diving,China,WANG Zongyuan,2001-10-24,Male,0.0,0.0,"",40,27,24,91
1901549,2024-08-02,Gold Medal,Diving,China,WANG Zongyuan,2001-10-24,Male,0.0,0.0,"",40,27,24,91
1901550,2024-08-08,Gold Medal,Diving,China,XIE Siyi,1996-03-28,Male,0.0,0.0,"Studied international trade at Jinan University, (Guangzhou, CHN)",40,27,24,91
1901551,2024-08-02,Gold Medal,Diving,China,LONG Daoyi,2003-03-06,Male,0.0,0.0,"",40,27,24,91
1901554,2024-07-29,Gold Medal,Diving,China,YANG Hao,1998-02-03,Male,0.0,0.0,Studied at Xi'an Physical Education University (CHN),40,27,24,91
1901555,2024-07-29,Gold Medal,Diving,China,LIAN Junjie,2000-11-03,Male,0.0,0.0,"",40,27,24,91
1901556,2024-08-10,Gold Medal,Diving,China,CAO Yuan,1995-02-07,Male,0.0,0.0,Graduated from Beijing Sport University (CHN),40,27,24,91
1902055,2024-07-28,Gold Medal,Skateboarding,Japan,YOSHIZAWA Coco,2009-09-22,Female,0.0,0.0,"",20,12,13,45
1902069,2024-07-28,Silver Medal,Skateboarding,Japan,AKAMA Liz,2009-01-08,Female,0.0,0.0,"",20,12,13,45
1902075,2024-08-06,Silver Medal,Skateboarding,Japan,HIRAKI Cocona,2008-08-26,Female,0.0,0.0,"Seisho Junior High School (Nara, JPN)",20,12,13,45
1902081,2024-07-29,Gold Medal,Skateboarding,Japan,HORIGOME Yuto,1999-01-07,Male,0.0,0.0,"",20,12,13,45
1902121,2024-07-28,Gold Medal,Archery,Korea,JEON Hunyoung,1994-05-29,Female,0.0,0.0,"Studied at Kyung Hee University, Seoul (KOR)",13,9,10,32
1902130,2024-07-29,Gold Medal,Archery,Korea,KIM Je Deok,2004-04-12,Male,0.0,0.0,"",13,9,10,32
1902135,2024-08-04,Gold Medal,Archery,Korea,KIM Woojin,1992-06-20,Male,0.0,0.0,"Chungbuk Health & Science University (Seoul, KOR)",13,9,10,32
1902135,2024-07-29,Gold Medal,Archery,Korea,KIM Woojin,1992-06-20,Male,0.0,0.0,"Chungbuk Health & Science University (Seoul, KOR)",13,9,10,32
1902135,2024-08-02,Gold Medal,Archery,Korea,KIM Woojin,1992-06-20,Male,0.0,0.0,"Chungbuk Health & Science University (Seoul, KOR)",13,9,10,32
1902144,2024-08-04,Bronze Medal,Archery,Korea,LEE Wooseok,1997-08-07,Male,0.0,0.0,"",13,9,10,32
1902144,2024-07-29,Gold Medal,Archery,Korea,LEE Wooseok,1997-08-07,Male,0.0,0.0,"",13,9,10,32
1902147,2024-08-03,Gold Medal,Archery,Korea,LIM Sihyeon,2003-06-13,Female,0.0,0.0,Studied Physical Education at Korea National Sport University (Seoul),13,9,10,32
1902147,2024-07-28,Gold Medal,Archery,Korea,LIM Sihyeon,2003-06-13,Female,0.0,0.0,Studied Physical Education at Korea National Sport University (Seoul),13,9,10,32
1902147,2024-08-02,Gold Medal,Archery,Korea,LIM Sihyeon,2003-06-13,Female,0.0,0.0,Studied Physical Education at Korea National Sport University (Seoul),13,9,10,32
1902148,2024-08-03,Silver Medal,Archery,Korea,NAM Suhyeon,2005-01-27,Female,0.0,0.0,"",13,9,10,32
1902148,2024-07-28,Gold Medal,Archery,Korea,NAM Suhyeon,2005-01-27,Female,0.0,0.0,"",13,9,10,32
1902295,2024-08-04,Gold Medal,Table Tennis,China,FAN Zhendong,1997-01-22,Male,0.0,0.0,Studied at Shanghai Jiao Tong University (CHN),40,27,24,91
1902295,2024-08-09,Gold Medal,Table Tennis,China,FAN Zhendong,1997-01-22,Male,0.0,0.0,Studied at Shanghai Jiao Tong University (CHN),40,27,24,91
1902300,2024-08-09,Gold Medal,Table Tennis,China,MA Long,1988-10-20,Male,0.0,0.0,Studied at Shanghai Jiao Tong University (CHN),40,27,24,91
1902301,2024-07-30,Gold Medal,Table Tennis,China,WANG Chuqin,2000-05-11,Male,0.0,0.0,Studied at Beijing Sport University (CHN),40,27,24,91
1902301,2024-08-09,Gold Medal,Table Tennis,China,WANG Chuqin,2000-05-11,Male,0.0,0.0,Studied at Beijing Sport University (CHN),40,27,24,91
1902307,2024-08-03,Gold Medal,Table Tennis,China,CHEN Meng,1994-01-15,Female,0.0,0.0,Shenzhen University (CHN),40,27,24,91
1902307,2024-08-10,Gold Medal,Table Tennis,China,CHEN Meng,1994-01-15,Female,0.0,0.0,Shenzhen University (CHN),40,27,24,91
1902313,2024-08-03,Silver Medal,Table Tennis,China,SUN Yingsha,2000-11-04,Female,0.0,0.0,Studied at Shanghai Jiao Tong University (CHN),40,27,24,91
1902313,2024-07-30,Gold Medal,Table Tennis,China,SUN Yingsha,2000-11-04,Female,0.0,0.0,Studied at Shanghai Jiao Tong University (CHN),40,27,24,91
1902313,2024-08-10,Gold Medal,Table Tennis,China,SUN Yingsha,2000-11-04,Female,0.0,0.0,Studied at Shanghai Jiao Tong University (CHN),40,27,24,91
1902314,2024-08-10,Gold Medal,Table Tennis,China,WANG Manyu,1999-02-09,Female,0.0,0.0,Studied at Shanghai Jiao Tong University (CHN),40,27,24,91
1902450,2024-08-09,Bronze Medal,Marathon Swimming,Hungary,David BETLEHEM,2003-09-04,Male,0.0,0.0,"",6,7,6,19
1902786,2024-08-10,Bronze Medal,Wrestling,Kyrgyzstan,Aisuluu TYNYBEKOVA,1993-05-04,Female,0.0,0.0,"Studied Economics at Kyrgyz State Technical University (Bishkek, KGZ)",0,2,4,6
1902787,2024-08-08,Bronze Medal,Weightlifting,Bulgaria,Bozhidar Dimitrov ANDREEV,1997-01-17,Male,0.0,0.0,"",3,1,3,7
1902841,2024-08-07,Gold Medal,Taekwondo,Thailand,Panipak WONGPATTANAKIT,1997-08-08,Female,0.0,0.0,"Studied sports science at Chulalongkorn University (Chiang Mai, THA)",1,3,2,6
1902869,2024-08-10,Silver Medal,Volleyball,Poland,BIENIEK,1994-04-05,Male,210.0,0.0,"",1,4,5,10
1902870,2024-08-10,Silver Medal,Volleyball,Poland,BOLADZ,1994-09-28,Male,203.0,0.0,Studied at University of Radom (POL),1,4,5,10
1902875,2024-08-10,Silver Medal,Volleyball,Poland,FORNAL,1997-08-31,Male,198.0,0.0,"",1,4,5,10
1902880,2024-08-10,Silver Medal,Volleyball,Poland,HUBER,1998-08-14,Male,204.0,0.0,"",1,4,5,10
1902881,2024-08-10,Silver Medal,Volleyball,Poland,JANUSZ,1994-07-31,Male,196.0,0.0,"",1,4,5,10
1902882,2024-08-10,Silver Medal,Volleyball,Poland,KACZMAREK,1994-06-29,Male,204.0,0.0,"",1,4,5,10
1902886,2024-08-10,Silver Medal,Volleyball,Poland,KOCHANOWSKI,1997-07-17,Male,199.0,0.0,"",1,4,5,10
1902890,2024-08-10,Silver Medal,Volleyball,Poland,KUREK,1988-08-29,Male,207.0,0.0,"Studied Sports Marketing at School of Management and Administration (Opole, POL)",1,4,5,10
1902892,2024-08-10,Silver Medal,Volleyball,Poland,LEON,1993-07-31,Male,202.0,0.0,"",1,4,5,10
1902893,2024-08-10,Silver Medal,Volleyball,Poland,LOMACZ,1987-10-01,Male,187.0,0.0,"",1,4,5,10
1902901,2024-08-10,Silver Medal,Volleyball,Poland,SEMENIUK,1996-07-16,Male,195.0,0.0,"Graduated with degrees in Economics, and Sport Management and Tourism",1,4,5,10
1902902,2024-08-10,Silver Medal,Volleyball,Poland,SLIWKA,1995-05-24,Male,196.0,0.0,"Graduated in 2021 with a degree in Recreation Management from University of Information Technology and Management (Rzeszow, POL)",1,4,5,10
1902910,2024-08-10,Silver Medal,Volleyball,Poland,ZATORSKI,1990-06-21,Male,184.0,0.0,"Studied Sports Marketing at School of Management and Administration (Opole, POL)",1,4,5,10
1903011,2024-08-09,Gold Medal,Weightlifting,Bulgaria,Karlos May NASAR,2004-05-12,Male,0.0,0.0,Studied finance,3,1,3,7
1903112,2024-08-09,Gold Medal,Athletics,Belgium,Nafissatou THIAM,1994-08-19,Female,187.0,0.0,Graduated in 2019 with a Bachelor's degree in Geography from University of Liege (BEL),3,1,6,10
1903120,2024-08-04,Bronze Medal,Cycling Road,Belgium,Lotte KOPECKY,1995-11-10,Female,0.0,0.0,"",3,1,6,10
1903136,2024-07-27,Gold Medal,Cycling Road,Belgium,Remco EVENEPOEL,2000-01-25,Male,0.0,0.0,"",3,1,6,10
1903136,2024-08-03,Gold Medal,Cycling Road,Belgium,Remco EVENEPOEL,2000-01-25,Male,0.0,0.0,"",3,1,6,10
1903147,2024-07-27,Bronze Medal,Cycling Road,Belgium,Wout van AERT,1994-09-15,Male,0.0,0.0,"Studied computer science at Thomas More University (Geel, BEL)",3,1,6,10
1903248,2024-07-31,Bronze Medal,Judo,Belgium,Gabriella WILLEMS,1997-07-01,Female,0.0,0.0,CESS 2015 at Athenee Royal Thil Lorrain (BEL),3,1,6,10
1903284,2024-08-09,Bronze Medal,Taekwondo,Belgium,Sarah CHAARI,2005-05-02,Female,0.0,0.0,"Studies Medicine at the Université Libre de Bruxelles (Brussels, BEL)",3,1,6,10
1903531,2024-07-30,Gold Medal,Swimming,Great Britain,Kieran BIRD,1999-09-02,Male,0.0,0.0,"",14,22,29,65
1903546,2024-07-30,Gold Medal,Swimming,Great Britain,Tom DEAN,2000-05-02,Male,0.0,0.0,Studying a Master's in Mechanical Engineering at University of Bath (GBR),14,22,29,65
1903552,2024-07-30,Gold Medal,Swimming,Great Britain,James GUY,1995-11-26,Male,0.0,0.0,"",14,22,29,65
1903602,2024-07-30,Gold Medal,Swimming,Great Britain,Jack McMILLAN,2000-01-14,Male,0.0,0.0,"",14,22,29,65
1903616,2024-08-02,Silver Medal,Swimming,Great Britain,Benjamin PROUD,1994-09-21,Male,0.0,0.0,"Sport Studies at University of St. Mark and St. John (Plymouth, GBR)",14,22,29,65
1903617,2024-07-29,Silver Medal,Swimming,Great Britain,Matthew RICHARDS,2002-12-17,Male,0.0,0.0,"",14,22,29,65
1903617,2024-07-30,Gold Medal,Swimming,Great Britain,Matthew RICHARDS,2002-12-17,Male,0.0,0.0,"",14,22,29,65
1903621,2024-08-02,Silver Medal,Swimming,Great Britain,Duncan SCOTT,1997-05-06,Male,0.0,0.0,Graduated in 2021 with a degree in Business and Sports Management at University of Stirling (GBR),14,22,29,65
1903621,2024-07-30,Gold Medal,Swimming,Great Britain,Duncan SCOTT,1997-05-06,Male,0.0,0.0,Graduated in 2021 with a degree in Business and Sports Management at University of Stirling (GBR),14,22,29,65
1904038,2024-08-08,Gold Medal,Taekwondo,Korea,KIM Yujin,2000-10-17,Female,0.0,0.0,"",13,9,10,32
1904039,2024-08-10,Bronze Medal,Taekwondo,Korea,LEE Dabin,1996-12-07,Female,0.0,0.0,"Studied Physical Education at Korea National Sport University (Seoul, KOR)",13,9,10,32
1904040,2024-08-07,Gold Medal,Taekwondo,Korea,PARK Taejoon,2004-06-06,Male,0.0,0.0,Kyung Hee University (KOR),13,9,10,32
1904099,2024-08-09,Gold Medal,Athletics,Spain,Jordan Alejandro DIAZ FORTUN,2001-02-23,Male,190.0,0.0,"",5,4,9,18
1904165,2024-08-01,Bronze Medal,Athletics,Spain,Alvaro MARTIN,1994-06-18,Male,182.0,0.0,Political Science at Complutense University of Madrid (ESP). Also studies for a law degree at the National University of Distance Education (ESP),5,4,9,18
1904165,2024-08-07,Gold Medal,Athletics,Spain,Alvaro MARTIN,1994-06-18,Male,182.0,0.0,Political Science at Complutense University of Madrid (ESP). Also studies for a law degree at the National University of Distance Education (ESP),5,4,9,18
1904232,2024-08-05,Bronze Medal,Triathlon,Great Britain,Samuel DICKINSON,1997-07-11,Male,0.0,0.0,"Sports and Exercise with Physiology - University of Leeds (ENG, GBR)",14,22,29,65
1904244,2024-07-31,Bronze Medal,Triathlon,Great Britain,Beth POTTER,1991-12-27,Female,0.0,0.0,"Attended Loughborough University (GBR). Postgraduate teacher training at Saint Mary's University (London, GBR)",14,22,29,65
1904244,2024-08-05,Bronze Medal,Triathlon,Great Britain,Beth POTTER,1991-12-27,Female,0.0,0.0,"Attended Loughborough University (GBR). Postgraduate teacher training at Saint Mary's University (London, GBR)",14,22,29,65
1904248,2024-08-05,Bronze Medal,Triathlon,Great Britain,Georgia TAYLOR-BROWN,1994-03-15,Female,0.0,0.0,"Studied Exercise Science and Sports Science at Leeds Beckett University (ENG, GBR)",14,22,29,65
1904251,2024-07-31,Gold Medal,Triathlon,Great Britain,Alex YEE,1998-02-18,Male,0.0,0.0,"Sports Science at Leeds Beckett University (London, GBR)",14,22,29,65
1904251,2024-08-05,Bronze Medal,Triathlon,Great Britain,Alex YEE,1998-02-18,Male,0.0,0.0,"Sports Science at Leeds Beckett University (London, GBR)",14,22,29,65
1904430,2024-07-30,Gold Medal,Shooting,Great Britain,Nathan HALES,1996-06-16,Male,0.0,0.0,"",14,22,29,65
1904740,2024-08-04,Bronze Medal,Artistic Gymnastics,Great Britain,Harry HEPWORTH,2003-12-06,Male,0.0,0.0,"",14,22,29,65
1904741,2024-08-03,Bronze Medal,Artistic Gymnastics,Great Britain,Jake JARMAN,2001-12-03,Male,0.0,0.0,"",14,22,29,65
1904745,2024-08-02,Gold Medal,Trampoline Gymnastics,Great Britain,Bryony PAGE,1990-12-10,Female,0.0,0.0,"Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region",14,22,29,65
1904977,2024-08-01,Gold Medal,Swimming,Hungary,Hubert KOS,2003-03-28,Male,0.0,0.0,"University of Texas, Austin (USA)",6,7,6,19
1905347,2024-08-07,Silver Medal,Sailing,Cyprus,Pavlos KONTIDES,1990-02-11,Male,0.0,0.0,"Bachelor of Engineering Ship Science at University of Southampton (GBR). Master's in Sports Business at Duquesne University (Pittsburgh, PA, USA)",0,1,0,1
1905369,2024-08-01,Silver Medal,Athletics,Spain,Maria PEREZ,1996-04-29,Female,159.0,0.0,Teaching at Catholic University of Murcia (ESP),5,4,9,18
1905369,2024-08-07,Gold Medal,Athletics,Spain,Maria PEREZ,1996-04-29,Female,159.0,0.0,Teaching at Catholic University of Murcia (ESP),5,4,9,18
1905860,2024-07-31,Silver Medal,Swimming,Hungary,Kristof MILAK,2000-02-20,Male,0.0,0.0,"",6,7,6,19
1905860,2024-08-03,Gold Medal,Swimming,Hungary,Kristof MILAK,2000-02-20,Male,0.0,0.0,"",6,7,6,19
1906483,2024-07-31,Bronze Medal,Rowing,Germany,Pia GREITEN,1997-02-18,Female,0.0,0.0,Received a Bachelor's degree in Industrial Engineering from the Technical University Dortmund (GER) and now is pursuing a degree in Civil Engineering from Ruhr University Bochum (GER),12,13,8,33
1906494,2024-07-31,Bronze Medal,Rowing,Germany,Leonie MENZEL,1999-05-19,Female,0.0,0.0,Studies Medical Biology,12,13,8,33
1906506,2024-07-31,Bronze Medal,Rowing,Germany,Tabea SCHENDEKEHL,1998-11-29,Female,0.0,0.0,"Received a Bachelor's degree in Film/Video and Photographic Arts from the University of Washington (Seattle, USA) in 2021",12,13,8,33
1906511,2024-07-31,Bronze Medal,Rowing,Germany,Maren VOELZ,1999-11-20,Female,0.0,0.0,Studies Psychology at the University of Potsdam (GER),12,13,8,33
1906515,2024-08-03,Gold Medal,Rowing,Germany,Oliver ZEIDLER,1996-07-24,Male,0.0,0.0,Law at FOM University of Applied Sciences for Economics and Management (GER),12,13,8,33
1907171,2024-07-31,Bronze Medal,Swimming,Germany,Isabel GOSE,2002-05-09,Female,0.0,0.0,"",12,13,8,33
1907192,2024-07-27,Gold Medal,Swimming,Germany,Lukas MAERTENS,2001-12-27,Male,0.0,0.0,"",12,13,8,33
1907234,2024-08-09,Silver Medal,Marathon Swimming,Germany,Oliver KLEMET,2002-03-18,Male,0.0,0.0,"",12,13,8,33
1908195,2024-08-03,Silver Medal,Artistic Gymnastics,Israel,Artem DOLGOPYAT,1997-06-16,Male,0.0,0.0,Tel Aviv University (ISR),1,5,1,7
1908226,2024-08-10,Silver Medal,Rhythmic Gymnastics,Israel,Shani BAKANOV,2006-02-27,Female,0.0,0.0,"",1,5,1,7
1908230,2024-08-10,Silver Medal,Rhythmic Gymnastics,Israel,Diana SVERTSOV,2004-11-15,Female,0.0,0.0,"",1,5,1,7
1908233,2024-08-10,Silver Medal,Rhythmic Gymnastics,Israel,Romi PARITZKI,2004-06-17,Female,0.0,0.0,"",1,5,1,7
1908235,2024-08-10,Silver Medal,Rhythmic Gymnastics,Israel,Ofir SHAHAM,2004-11-23,Female,0.0,0.0,"",1,5,1,7
1908240,2024-08-10,Silver Medal,Rhythmic Gymnastics,Israel,Adar FRIEDMANN,2006-07-18,Female,0.0,0.0,"",1,5,1,7
1908333,2024-08-03,Gold Medal,Athletics,Dominica,Thea LAFOND,1994-04-05,Female,147.0,0.0,"Graduated in 2015 with a Bachelor's degree in Media and Communications from the University of Maryland in College Park, MD (USA). Plans to pursue a Master's degree in Special Education",1,0,0,1
1908350,2024-08-11,Bronze Medal,Water Polo,United States,Alex BOWEN,1993-09-04,Male,195.0,0.0,Graduated in 2015 with a degree in Production Design from Stanford University (USA),40,44,42,126
1908352,2024-08-11,Bronze Medal,Water Polo,United States,Luca CUPIDO,1995-11-09,Male,190.0,0.0,"Graduated in 2018 with a degree in Urban and City Planning from University of California, Berkeley (USA)",40,44,42,126
1908353,2024-08-11,Bronze Medal,Water Polo,United States,Hannes DAUBE,2000-01-05,Male,193.0,0.0,"Graduated in 2022 with a degree in Economics from University of Southern California (Los Angeles, USA)",40,44,42,126
1908354,2024-08-11,Bronze Medal,Water Polo,United States,Chase William DODD,2003-04-05,Male,190.0,0.0,"Studies Environmental Science at the University of California, Los Angeles (USA)",40,44,42,126
1908355,2024-08-11,Bronze Medal,Water Polo,United States,Ryder DODD,2006-01-19,Male,182.0,0.0,"",40,44,42,126
1908357,2024-08-11,Bronze Medal,Water Polo,United States,Ben HALLOCK,1997-11-22,Male,198.0,0.0,Graduated in 2020 with a degree in Economics from Stanford University (USA),40,44,42,126
1908359,2024-08-11,Bronze Medal,Water Polo,United States,Drew HOLLAND,1995-04-11,Male,195.0,0.0,Graduated from Stanford University (USA),40,44,42,126
1908360,2024-08-11,Bronze Medal,Water Polo,United States,Johnny HOOPER,1997-06-24,Male,185.0,0.0,"Graduated in 2019 with a degree in Business Administration and Management from University of California, Berkeley (USA)",40,44,42,126
1908361,2024-08-11,Bronze Medal,Water Polo,United States,Max IRVING,1995-05-21,Male,185.0,0.0,"Studied Political Science at University of California, Los Angeles (USA)",40,44,42,126
