athlete_id,medal_date,medal_type,discipline,country,name,birth_date,gender,height,weight,education,Gold Medal,Silver Medal,Bronze Medal,Total
1935901,2024-08-04,Silver Medal,Swimming,United States,Nic FINK,1993-07-03,Male,0.0,0.0,"Graduated in 2022 with a Master's Degree in Electrical and Computer Engineering at Georgia Institute of Technology, Atlanta (USA).</p><p>Graduated in 2016 with a Bachelor's Degree in Engineering at University of Georgia, Athens (USA)",40,44,42,126
1935902,2024-07-30,Silver Medal,Swimming,United States,Bobby FINKE,1999-11-06,Male,0.0,0.0,"Graduated in 2023 with a Degree in Construction Management at University of Florida, Gainesville (USA)",40,44,42,126
1935902,2024-08-04,Gold Medal,Swimming,United States,Bobby FINKE,1999-11-06,Male,0.0,0.0,"Graduated in 2023 with a Degree in Construction Management at University of Florida, Gainesville (USA)",40,44,42,126
1935903,2024-07-28,Bronze Medal,Swimming,United States,Carson FOSTER,2001-10-26,Male,0.0,0.0,"University of Texas, Austin (USA)",40,44,42,126
1935903,2024-07-30,Silver Medal,Swimming,United States,Carson FOSTER,2001-10-26,Male,0.0,0.0,"University of Texas, Austin (USA)",40,44,42,126
1935907,2024-08-01,Silver Medal,Swimming,United States,Erin GEMMELL,2004-12-02,Female,0.0,0.0,"In 2023, began studying Business at University of Texas, Austin (USA)",40,44,42,126
1935909,2024-07-29,Silver Medal,Swimming,United States,Katie GRIMES,2006-01-08,Female,0.0,0.0,"",40,44,42,126
1935911,2024-07-27,Gold Medal,Swimming,United States,Chris GUILIANO,2003-06-25,Male,0.0,0.0,"Studying Economics at University Of Notre Dame (IN, USA)",40,44,42,126
1935911,2024-07-30,Silver Medal,Swimming,United States,Chris GUILIANO,2003-06-25,Male,0.0,0.0,"Studying Economics at University Of Notre Dame (IN, USA)",40,44,42,126
1935915,2024-08-04,Silver Medal,Swimming,United States,Thomas HEILMAN,2007-02-07,Male,0.0,0.0,"",40,44,42,126
1935916,2024-07-27,Gold Medal,Swimming,United States,Ryan HELD,1995-06-27,Male,0.0,0.0,"Graduated in 2018 with a Bachelor's Degree in Fisheries, Wildlife and Conservation Biology at North Carolina State University, Raleigh (USA)",40,44,42,126
1935918,2024-07-29,Bronze Medal,Swimming,United States,Luke HOBSON,2003-06-25,Male,0.0,0.0,"Studying Advertising at University of Texas (Austin, USA)",40,44,42,126
1935918,2024-07-30,Silver Medal,Swimming,United States,Luke HOBSON,2003-06-25,Male,0.0,0.0,"Studying Advertising at University of Texas (Austin, USA)",40,44,42,126
1935923,2024-07-28,Gold Medal,Swimming,United States,Torri HUSKE,2002-12-07,Female,0.0,0.0,"Student at Stanford University (CA, USA)",40,44,42,126
1935923,2024-07-31,Silver Medal,Swimming,United States,Torri HUSKE,2002-12-07,Female,0.0,0.0,"Student at Stanford University (CA, USA)",40,44,42,126
1935923,2024-07-27,Silver Medal,Swimming,United States,Torri HUSKE,2002-12-07,Female,0.0,0.0,"Student at Stanford University (CA, USA)",40,44,42,126
1935923,2024-08-03,Gold Medal,Swimming,United States,Torri HUSKE,2002-12-07,Female,0.0,0.0,"Student at Stanford University (CA, USA)",40,44,42,126
1935923,2024-08-04,Gold Medal,Swimming,United States,Torri HUSKE,2002-12-07,Female,0.0,0.0,"Student at Stanford University (CA, USA)",40,44,42,126
1935931,2024-07-30,Silver Medal,Swimming,United States,Drew KIBLER,2000-03-09,Male,0.0,0.0,"Graduated in 2022 with a Bachelor's Degree in Psychology at University of Texas, Austin (USA)",40,44,42,126
1935932,2024-08-04,Gold Medal,Swimming,United States,Lilly KING,1997-02-10,Female,0.0,0.0,"Physical Education at Indiana University, Bloomington (USA)",40,44,42,126
1935933,2024-07-27,Gold Medal,Swimming,United States,Matt KING,2002-02-19,Male,0.0,0.0,Currently taking a year off from University of Virginia (USA) to focus on the Paris 2024 Olympic Games,40,44,42,126
1935938,2024-07-27,Bronze Medal,Swimming,United States,Katie LEDECKY,1997-03-17,Female,0.0,0.0,"Studied Psychology at Stanford University (CA, USA)",40,44,42,126
1935938,2024-07-31,Gold Medal,Swimming,United States,Katie LEDECKY,1997-03-17,Female,0.0,0.0,"Studied Psychology at Stanford University (CA, USA)",40,44,42,126
1935938,2024-08-03,Gold Medal,Swimming,United States,Katie LEDECKY,1997-03-17,Female,0.0,0.0,"Studied Psychology at Stanford University (CA, USA)",40,44,42,126
1935938,2024-08-01,Silver Medal,Swimming,United States,Katie LEDECKY,1997-03-17,Female,0.0,0.0,"Studied Psychology at Stanford University (CA, USA)",40,44,42,126
1935943,2024-08-03,Bronze Medal,Swimming,United States,Paige MADDEN,1998-10-22,Female,0.0,0.0,"Studied a Master's degree in Clinical Exercise Physiology at Loughborough University (GBR).</p><p>Graduated in 2021 with a Degree in Kinesiology at University of Virginia, Charlottesville, VA (USA)",40,44,42,126
1935943,2024-08-01,Silver Medal,Swimming,United States,Paige MADDEN,1998-10-22,Female,0.0,0.0,"Studied a Master's degree in Clinical Exercise Physiology at Loughborough University (GBR).</p><p>Graduated in 2021 with a Degree in Kinesiology at University of Virginia, Charlottesville, VA (USA)",40,44,42,126
1935945,2024-07-27,Silver Medal,Swimming,United States,Simone MANUEL,1996-08-02,Female,0.0,0.0,"African American Studies, Communications at Stanford University (CA, USA)",40,44,42,126
1935945,2024-08-01,Silver Medal,Swimming,United States,Simone MANUEL,1996-08-02,Female,0.0,0.0,"African American Studies, Communications at Stanford University (CA, USA)",40,44,42,126
1935957,2024-07-29,Bronze Medal,Swimming,United States,Ryan MURPHY,1995-07-02,Male,0.0,0.0,"Graduated in 2017 with a Degree in Business Administration at University of California, Berkeley (USA)",40,44,42,126
1935957,2024-08-03,Gold Medal,Swimming,United States,Ryan MURPHY,1995-07-02,Male,0.0,0.0,"Graduated in 2017 with a Degree in Business Administration at University of California, Berkeley (USA)",40,44,42,126
1935957,2024-08-04,Silver Medal,Swimming,United States,Ryan MURPHY,1995-07-02,Male,0.0,0.0,"Graduated in 2017 with a Degree in Business Administration at University of California, Berkeley (USA)",40,44,42,126
1935967,2024-08-01,Silver Medal,Swimming,United States,Anna PEPLOWSKI,2002-09-25,Female,0.0,0.0,"Studying Sports Marketing and Management at Indiana University, Bloomington (IN, USA)",40,44,42,126
1935968,2024-07-30,Silver Medal,Swimming,United States,Blake PIERONI,1995-11-15,Male,0.0,0.0,"Graduated in 2018 with a degree in Biology at Indiana University, Bloomington (IN, USA)",40,44,42,126
1935979,2024-08-01,Silver Medal,Swimming,United States,Alex SHACKELL,2006-11-13,Female,0.0,0.0,"",40,44,42,126
1935979,2024-08-04,Gold Medal,Swimming,United States,Alex SHACKELL,2006-11-13,Female,0.0,0.0,"",40,44,42,126
1935982,2024-07-30,Silver Medal,Swimming,United States,Kieran SMITH,2000-05-20,Male,0.0,0.0,Studied Applied Physiology and Kinesiology at University of Florida (USA),40,44,42,126
1935984,2024-07-30,Silver Medal,Swimming,United States,Regan SMITH,2002-02-09,Female,0.0,0.0,"",40,44,42,126
1935984,2024-08-01,Silver Medal,Swimming,United States,Regan SMITH,2002-02-09,Female,0.0,0.0,"",40,44,42,126
1935984,2024-08-02,Silver Medal,Swimming,United States,Regan SMITH,2002-02-09,Female,0.0,0.0,"",40,44,42,126
1935984,2024-08-03,Gold Medal,Swimming,United States,Regan SMITH,2002-02-09,Female,0.0,0.0,"",40,44,42,126
1935984,2024-08-04,Gold Medal,Swimming,United States,Regan SMITH,2002-02-09,Female,0.0,0.0,"",40,44,42,126
1935992,2024-08-03,Gold Medal,Swimming,United States,Charlie SWANSON,1998-02-20,Male,0.0,0.0,Graduated in 2020 with a degree in Economics at University of Michigan (USA),40,44,42,126
1935992,2024-08-04,Silver Medal,Swimming,United States,Charlie SWANSON,1998-02-20,Male,0.0,0.0,Graduated in 2020 with a degree in Economics at University of Michigan (USA),40,44,42,126
1935998,2024-07-28,Silver Medal,Swimming,United States,Gretchen WALSH,2003-01-29,Female,0.0,0.0,"Studying Commerce at University of Virginia, Charlottesville (VA, USA)",40,44,42,126
1935998,2024-07-27,Silver Medal,Swimming,United States,Gretchen WALSH,2003-01-29,Female,0.0,0.0,"Studying Commerce at University of Virginia, Charlottesville (VA, USA)",40,44,42,126
1935998,2024-08-03,Gold Medal,Swimming,United States,Gretchen WALSH,2003-01-29,Female,0.0,0.0,"Studying Commerce at University of Virginia, Charlottesville (VA, USA)",40,44,42,126
1935998,2024-08-04,Gold Medal,Swimming,United States,Gretchen WALSH,2003-01-29,Female,0.0,0.0,"Studying Commerce at University of Virginia, Charlottesville (VA, USA)",40,44,42,126
1935999,2024-08-04,Gold Medal,Swimming,United States,Emma WEBER,2004-01-13,Female,0.0,0.0,"Studying at the College of Arts and Sciences at University of Virginia, Charlottesville (USA)",40,44,42,126
1936000,2024-08-01,Silver Medal,Swimming,United States,Claire WEINSTEIN,2007-03-01,Female,0.0,0.0,"",40,44,42,126
1936001,2024-07-29,Bronze Medal,Swimming,United States,Emma WEYANT,2001-12-24,Female,0.0,0.0,Studying Political Science at University of Florida (USA),40,44,42,126
1936419,2024-08-10,Bronze Medal,Table Tennis,Korea,JEON Jihee,1992-10-28,Female,0.0,0.0,"Studied Sports Science at Daelim University (Anyang, KOR)",13,9,10,32
1936425,2024-08-10,Bronze Medal,Table Tennis,Korea,LEE Eunhye,1995-05-02,Female,0.0,0.0,"",13,9,10,32
1936429,2024-07-30,Bronze Medal,Table Tennis,Korea,LIM Jonghoon,1997-01-21,Male,0.0,0.0,"Studied at Uiduk University (Gyeongju, KOR)",13,9,10,32
1936435,2024-07-30,Bronze Medal,Table Tennis,Korea,SHIN Yubin,2004-07-05,Female,0.0,0.0,"",13,9,10,32
1936435,2024-08-10,Bronze Medal,Table Tennis,Korea,SHIN Yubin,2004-07-05,Female,0.0,0.0,"",13,9,10,32
1936462,2024-07-28,Bronze Medal,Fencing,Egypt,Mohamed ELSAYED,2003-03-03,Male,0.0,0.0,"Studies Data Analytics at Long Island University (Brooklyn, NY, USA)",1,1,1,3
1936619,2024-08-11,Gold Medal,Modern Pentathlon,Hungary,Michelle GULYAS,2000-10-24,Female,0.0,0.0,"Graduated with a degree in Police Studies from the National University of Public Service (Budapest, HUN)",6,7,6,19
1936983,2024-08-08,Gold Medal,Athletics,Botswana,Letsile TEBOGO,2003-06-07,Male,184.0,0.0,"",1,1,0,2
1936983,2024-08-10,Silver Medal,Athletics,Botswana,Letsile TEBOGO,2003-06-07,Male,184.0,0.0,"",1,1,0,2
1937347,2024-08-02,Gold Medal,Trampoline Gymnastics,AIN,Ivan LITVINOVICH,2001-06-26,Male,0.0,0.0,"Has studied coaching at Belarusian State University of Physical Education (Minsk, BLR)",1,3,1,5
1937531,2024-08-07,Bronze Medal,Athletics,Zambia,Muzala SAMUKONGA,2002-12-09,Male,188.0,0.0,"",0,0,1,1
1937783,2024-07-27,Silver Medal,Fencing,Tunisia,Fares FERJANI,1997-07-22,Male,0.0,0.0,"Graduated with a Bachelor's degree in Finance (2021) and a Master's degree in International Business (2022) from St. John's University (New York, NY, USA)",1,1,1,3
1937878,2024-08-04,Gold Medal,Shooting,Chile,Francisca CROVETTO CHADID,1990-04-27,Female,0.0,0.0,"Studied Molecular Biotechnology Engineering at the University of Chile (Santiago, CHI)",1,1,0,2
1938437,2024-08-02,Silver Medal,Trampoline Gymnastics,AIN,Viyaleta BARDZILOUSKAYA,2005-06-07,Female,0.0,0.0,"",1,3,1,5
1938792,2024-08-09,Silver Medal,Athletics,Portugal,Pedro PICHARDO,1993-06-30,Male,185.0,0.0,"",1,2,1,4
1938899,2024-08-06,Silver Medal,Athletics,Jamaica,Wayne PINNOCK,2000-10-24,Male,178.0,0.0,"University of Arkansas (Fayetteville, AK, USA)",1,3,2,6
1939553,2024-08-10,Gold Medal,Golf,New Zealand,Lydia KO,1997-04-24,Female,165.0,0.0,"",10,7,3,20
1939692,2024-08-07,Gold Medal,Wrestling,Japan,KUSAKA Nao,2000-11-28,Male,0.0,0.0,"Graduated in 2023 from Nippon Sport Science University (Tokyo, JPN)",20,12,13,45
1939700,2024-08-11,Gold Medal,Wrestling,Japan,KIYOOKA Kotaro,2001-04-12,Male,0.0,0.0,Nippon Sport Science University (JPN),20,12,13,45
1939701,2024-08-11,Gold Medal,Wrestling,Japan,KAGAMI Yuka,2001-09-14,Female,0.0,0.0,"Graduated in 2024 from the Department of Media and Communications at Toyo University (Tokyo, JPN)",20,12,13,45
1939702,2024-08-10,Gold Medal,Wrestling,Japan,MOTOKI Sakura,2002-02-20,Female,0.0,0.0,"",20,12,13,45
1939708,2024-08-10,Silver Medal,Wrestling,Japan,TAKATANI Daichi,1994-11-22,Male,0.0,0.0,Graduated from Taku University (JPN),20,12,13,45
1939709,2024-08-06,Bronze Medal,Wrestling,Japan,OZAKI Nonoka,2003-03-23,Female,0.0,0.0,"Student at Keio University (Tokyo, JPN)",20,12,13,45
1939710,2024-08-09,Gold Medal,Wrestling,Japan,SAKURAI Tsugumi,2001-09-03,Female,0.0,0.0,Began studying at Ikuei University (JPN) in 2020. The university was founded in 2018,20,12,13,45
1939711,2024-08-08,Gold Medal,Wrestling,Japan,FUJINAMI Akari,2003-11-11,Female,0.0,0.0,"",20,12,13,45
1939712,2024-08-07,Bronze Medal,Wrestling,Japan,SUSAKI Yui,1999-06-30,Female,0.0,0.0,"Sports Science at Waseda University (Tokyo, JPN)",20,12,13,45
1939713,2024-08-06,Gold Medal,Wrestling,Japan,FUMITA Kenichiro,1995-12-18,Male,0.0,0.0,"Physical Education at Nippon Sport Science University, Tokyo (JPN)",20,12,13,45
1939714,2024-08-09,Gold Medal,Wrestling,Japan,HIGUCHI Rei,1996-01-28,Male,0.0,0.0,"",20,12,13,45
1939763,2024-08-04,Bronze Medal,Athletics,Australia,Eleanor PATTERSON,1996-05-22,Female,182.0,0.0,"",18,19,16,53
1939791,2024-08-01,Bronze Medal,Athletics,Australia,Jemima MONTAG,1998-02-15,Female,158.0,0.0,Studied Biomedical Science at University of Melbourne (AUS),18,19,16,53
1939791,2024-08-07,Bronze Medal,Athletics,Australia,Jemima MONTAG,1998-02-15,Female,158.0,0.0,Studied Biomedical Science at University of Melbourne (AUS),18,19,16,53
1939795,2024-08-10,Silver Medal,Athletics,Australia,Jessica HULL,1996-10-22,Female,165.0,0.0,"Graduated with a degree in Human Physiology, Psychology from the University of Oregon (Eugene, OR, USA)",18,19,16,53
1939824,2024-08-07,Bronze Medal,Athletics,Australia,Matthew DENNY,1996-06-02,Male,195.0,0.0,"Graduated in 2021 with a degree in Business (major in Sport & Entrepreneurship) from Griffith University (Brisbane, QLD, AUS)",18,19,16,53
1939838,2024-08-04,Silver Medal,Athletics,Australia,Nicola OLYSLAGERS,1996-12-28,Female,186.0,0.0,Graduated in April 2022 with a degree in Biochemistry from Sydney University (AUS),18,19,16,53
1939839,2024-08-07,Gold Medal,Athletics,Australia,Nina KENNEDY,1997-04-05,Female,167.0,0.0,"Behavioral Science at Notre Dame University (Fremantle, WA, AUS)",18,19,16,53
1939848,2024-08-07,Bronze Medal,Athletics,Australia,Rhydian COWLEY,1991-01-04,Male,182.0,0.0,"Graduated in 2015 with a Bachelor of Arts/Bachelor of Commerce degree from Deakin University (Melbourne, VIC, AUS)",18,19,16,53
1939943,2024-08-11,Bronze Medal,Basketball,Australia,Alanna SMITH,1996-09-10,Female,190.0,0.0,"Studied Psychology at Stanford University (CA, USA)",18,19,16,53
1939946,2024-08-11,Bronze Medal,Basketball,Australia,Amy ATWELL,1998-06-30,Female,183.0,0.0,"Studied Business Marketing at the University of Hawai'i at Manoa (Honolulu, USA)",18,19,16,53
1939948,2024-08-11,Bronze Medal,Basketball,Australia,Cayla GEORGE,1989-05-01,Female,193.0,0.0,"",18,19,16,53
1939952,2024-08-11,Bronze Medal,Basketball,Australia,Ezi MAGBEGOR,1999-08-13,Female,193.0,0.0,"Studied at Deakin University (Melbourne, VIC, AUS)",18,19,16,53
1939954,2024-08-11,Bronze Medal,Basketball,Australia,Isobel BORLASE,2004-09-12,Female,180.0,0.0,"",18,19,16,53
1939955,2024-08-11,Bronze Medal,Basketball,Australia,Jade MELBOURNE,2002-08-18,Female,178.0,0.0,"",18,19,16,53
1939956,2024-08-11,Bronze Medal,Basketball,Australia,Kristy WALLACE,1996-01-03,Female,180.0,0.0,"Studied at Baylor University (Waco, TX, USA)",18,19,16,53
1939959,2024-08-11,Bronze Medal,Basketball,Australia,Lauren JACKSON,1981-05-11,Female,195.0,0.0,"Received a Bachelors degree in Gender Diversity from Canberra University (ACT, AUS) in 2018",18,19,16,53
1939964,2024-08-11,Bronze Medal,Basketball,Australia,Marianna TOLO,1989-07-02,Female,196.0,0.0,"Received a Bachelor's degree Exercise Science from the University of Canberra (ACT, AUS)",18,19,16,53
1939967,2024-08-11,Bronze Medal,Basketball,Australia,Sami WHITCOMB,1988-07-20,Female,178.0,0.0,"Attended the University of Washington (Seattle, USA)",18,19,16,53
1939970,2024-08-11,Bronze Medal,Basketball,Australia,Steph TALBOT,1994-06-15,Female,188.0,0.0,"",18,19,16,53
1939971,2024-08-11,Bronze Medal,Basketball,Australia,Tess MADGEN,1990-08-12,Female,180.0,0.0,"Studied Physical Education at the University of South Australia (Adelaide, AUS)",18,19,16,53
1940097,2024-08-03,Bronze Medal,Judo,Korea,JUNG Yerin,1996-07-15,Female,0.0,0.0,"",13,9,10,32
1940098,2024-08-03,Bronze Medal,Judo,Korea,LEE Hyekyeong,1996-01-12,Female,0.0,0.0,"",13,9,10,32
1940118,2024-07-31,Bronze Medal,Cycling BMX Freestyle,Australia,Natalya DIEHM,1997-09-23,Female,0.0,0.0,"",18,19,16,53
1940127,2024-08-02,Gold Medal,Cycling BMX Racing,Australia,Saya SAKAKIBARA,1999-08-23,Female,0.0,0.0,"",18,19,16,53
1940134,2024-08-08,Bronze Medal,Boxing,Australia,Caitlin PARKER,1996-04-17,Female,175.0,0.0,"",18,19,16,53
1940136,2024-08-08,Bronze Medal,Boxing,Australia,Charlie SENIOR,2001-11-20,Male,178.0,0.0,"",18,19,16,53
1940173,2024-07-27,Gold Medal,Cycling Road,Australia,Grace BROWN,1992-07-07,Female,0.0,0.0,"International Studies, Politics - University of Melbourne (AUS)",18,19,16,53
1940205,2024-07-28,Gold Medal,Canoe Slalom,Australia,Jessica FOX,1994-06-11,Female,0.0,0.0,"Graduated in 2017 with a degree in Communications and Psychology from Swinburne University of Technology (VIC, Australia).</p><p>Studying a Masters of Business Administration at Griffith University (QLD, Australia). Expected to graduate in 2024",18,19,16,53
1940205,2024-07-31,Gold Medal,Canoe Slalom,Australia,Jessica FOX,1994-06-11,Female,0.0,0.0,"Graduated in 2017 with a degree in Communications and Psychology from Swinburne University of Technology (VIC, Australia).</p><p>Studying a Masters of Business Administration at Griffith University (QLD, Australia). Expected to graduate in 2024",18,19,16,53
1940209,2024-08-05,Gold Medal,Canoe Slalom,Australia,Noemie FOX,1997-03-19,Female,0.0,0.0,"Graduated with a Bachelor's degree in Media and Communications (2019) and a Master's degree in Management (2021) from the University of Sydney (NSW, AUS)",18,19,16,53
1940217,2024-08-08,Silver Medal,Canoe Sprint,Australia,Jackson COLLINS,1998-11-05,Male,0.0,0.0,"Studying Business at Griffith University (Gold Coast, QLD, Australia)",18,19,16,53
1940218,2024-08-09,Bronze Medal,Canoe Sprint,Australia,Jean van der WESTHUYZEN,1998-12-09,Male,0.0,0.0,"Business, majoring in Financing and Entrepreneurship at Bond University (Gold Coast, QLD, AUS)",18,19,16,53
1940220,2024-08-08,Silver Medal,Canoe Sprint,Australia,Noah HAVARD,2000-10-11,Male,0.0,0.0,"Graduated with a Bachelor's degree in Civil Engineering, Project Management from University of Sydney (Sydney, NSW, Australia)",18,19,16,53
1940221,2024-08-08,Silver Medal,Canoe Sprint,Australia,Pierre van der WESTHUYZEN,2003-08-18,Male,0.0,0.0,"Studying Actuarial Science at Bond University (Gold Coast, QLD, AUS)",18,19,16,53
1940222,2024-08-08,Silver Medal,Canoe Sprint,Australia,Riley FITZSIMMONS,1996-07-27,Male,0.0,0.0,"",18,19,16,53
1940223,2024-08-09,Bronze Medal,Canoe Sprint,Australia,Tom GREEN,1999-06-03,Male,0.0,0.0,"",18,19,16,53
1940253,2024-08-07,Gold Medal,Cycling Track,Australia,Conor LEAHY,1999-04-16,Male,0.0,0.0,Studied Exercise and Sport Science at the University of South Australia,18,19,16,53
1940256,2024-08-07,Gold Medal,Cycling Track,Australia,James MORIARTY,2001-06-07,Male,0.0,0.0,"",18,19,16,53
1940258,2024-08-07,Gold Medal,Cycling Track,Australia,Kell O'BRIEN,1998-05-22,Male,0.0,0.0,"",18,19,16,53
1940260,2024-08-06,Bronze Medal,Cycling Track,Australia,Leigh HOFFMAN,2000-06-11,Male,0.0,0.0,"",18,19,16,53
1940262,2024-08-11,Bronze Medal,Cycling Track,Australia,Matthew GLAETZER,1992-08-24,Male,0.0,0.0,"Health Studies, Human Movement Studies at University of South Australia, Adelaide, SA, AUS",18,19,16,53
1940262,2024-08-06,Bronze Medal,Cycling Track,Australia,Matthew GLAETZER,1992-08-24,Male,0.0,0.0,"Health Studies, Human Movement Studies at University of South Australia, Adelaide, SA, AUS",18,19,16,53
1940263,2024-08-09,Silver Medal,Cycling Track,Australia,Matthew RICHARDSON,1999-04-17,Male,0.0,0.0,"",18,19,16,53
1940263,2024-08-11,Silver Medal,Cycling Track,Australia,Matthew RICHARDSON,1999-04-17,Male,0.0,0.0,"",18,19,16,53
1940263,2024-08-06,Bronze Medal,Cycling Track,Australia,Matthew RICHARDSON,1999-04-17,Male,0.0,0.0,"",18,19,16,53
1940264,2024-08-07,Gold Medal,Cycling Track,Australia,Oliver BLEDDYN,2002-01-27,Male,0.0,0.0,"",18,19,16,53
1940265,2024-08-07,Gold Medal,Cycling Track,Australia,Sam WELSFORD,1996-01-19,Male,0.0,0.0,"",18,19,16,53
1940267,2024-08-06,Bronze Medal,Cycling Track,Australia,Tom CORNISH,2000-02-15,Male,0.0,0.0,"",18,19,16,53
1940300,2024-08-09,Bronze Medal,Weightlifting,Ecuador,Angie Paola PALACIOS DAJOMES,2000-09-12,Female,0.0,0.0,"",1,2,2,5
1940308,2024-08-10,Bronze Medal,Weightlifting,Ecuador,Neisi Patricia DAJOMES BARRERA,1998-05-12,Female,0.0,0.0,Studied at San Francisco University of Quito (ECU),1,2,2,5
1940329,2024-08-08,Gold Medal,Sport Climbing,Indonesia,Veddriq LEONARDO,1997-03-11,Male,162.0,0.0,"Teaching at Tanjungpura University (Pontianak, INA)",2,0,0,2
1940414,2024-08-09,Silver Medal,Diving,Australia,Maddison KEENEY,1996-05-23,Female,0.0,0.0,Graduated with a Bachelor's degree in Physics and Computer Science from the University of Queensland (AUS),18,19,16,53
1940438,2024-07-29,Silver Medal,Equestrian,Australia,Christopher BURTON,1981-11-22,Male,0.0,0.0,"",18,19,16,53
1941435,2024-08-08,Silver Medal,Sailing,Japan,OKADA Keiju,1995-12-02,Male,0.0,0.0,"Sports Science at Waseda University (Tokyo, JPN)",20,12,13,45
1941438,2024-08-08,Silver Medal,Sailing,Japan,YOSHIOKA Miho,1990-08-27,Female,0.0,0.0,"Economics at Ritsumeikan University (Kyoto, JPN)",20,12,13,45
1941786,2024-08-08,Gold Medal,Weightlifting,Indonesia,Rizki JUNIANSYAH,2003-06-17,Male,0.0,0.0,"",2,0,0,2
1941956,2024-08-03,Bronze Medal,Rowing,Lithuania,Viktorija SENKUTE,1996-04-12,Female,0.0,0.0,"Graduated with a Bachelor's degree in Interdisciplinary Studies and Sport Business from the University of Central Florida (Orlando, FL, USA)",0,2,2,4
1942033,2024-08-09,Gold Medal,Football,Spain,Alex BAENA,2001-07-20,Male,172.0,0.0,"",5,4,9,18
1942037,2024-08-09,Gold Medal,Football,Spain,Pablo BARRIOS,2003-06-15,Male,181.0,0.0,"",5,4,9,18
1942039,2024-08-09,Gold Medal,Football,Spain,Adrian BERNABE,2001-05-26,Male,175.0,0.0,"",5,4,9,18
1942046,2024-08-09,Gold Medal,Football,Spain,Sergio CAMELLO,2001-02-10,Male,180.0,0.0,"",5,4,9,18
1942056,2024-08-09,Gold Medal,Football,Spain,Pau CUBARSI,2007-01-22,Male,183.0,0.0,"",5,4,9,18
1942076,2024-08-09,Gold Medal,Football,Spain,Eric GARCIA,2001-01-09,Male,183.0,0.0,"",5,4,9,18
1942077,2024-08-09,Gold Medal,Football,Spain,Joan GARCIA,2001-05-04,Male,194.0,0.0,"",5,4,9,18
1942089,2024-08-09,Gold Medal,Football,Spain,Sergio GOMEZ,2000-09-04,Male,173.0,0.0,"",5,4,9,18
1942099,2024-08-09,Gold Medal,Football,Spain,Miguel GUTIERREZ,2001-07-27,Male,181.0,0.0,"",5,4,9,18
1942104,2024-08-09,Gold Medal,Football,Spain,Alejandro ITURBE,2003-09-02,Male,184.0,0.0,"",5,4,9,18
1942126,2024-07-28,Silver Medal,Canoe Slalom,Poland,Klaudia ZWOLINSKA,1998-12-18,Female,0.0,0.0,"Pedagogy at the State University of Applied Sciences (Nowy Sacz, POL)",1,4,5,10
1942221,2024-08-09,Gold Medal,Football,Spain,Fermin LOPEZ,2003-05-11,Male,176.0,0.0,"",5,4,9,18
1942222,2024-08-09,Gold Medal,Football,Spain,Diego LOPEZ,2002-05-13,Male,176.0,0.0,"",5,4,9,18
1942241,2024-08-09,Gold Medal,Football,Spain,Juan MIRANDA,2000-01-19,Male,185.0,0.0,"",5,4,9,18
1942248,2024-08-09,Gold Medal,Football,Spain,Cristhian MOSQUERA,2004-06-27,Male,190.0,0.0,"",5,4,9,18
1942256,2024-08-09,Gold Medal,Football,Spain,Samu OMORODION,2004-05-05,Male,193.0,0.0,"",5,4,9,18
1942257,2024-08-09,Gold Medal,Football,Spain,Aimar OROZ,2001-11-27,Male,180.0,0.0,"",5,4,9,18
1942259,2024-08-09,Gold Medal,Football,Spain,Jon PACHECO,2001-01-08,Male,186.0,0.0,"",5,4,9,18
1942269,2024-08-09,Gold Medal,Football,Spain,Marc PUBILL,2003-06-20,Male,191.0,0.0,"",5,4,9,18
1942280,2024-08-09,Gold Medal,Football,Spain,Abel RUIZ,2000-01-28,Male,180.0,0.0,"",5,4,9,18
1942289,2024-08-09,Gold Medal,Football,Spain,Juanlu SANCHEZ,2003-08-15,Male,183.0,0.0,"",5,4,9,18
1942296,2024-08-09,Gold Medal,Football,Spain,Arnau TENAS,2001-05-30,Male,181.0,0.0,"",5,4,9,18
1942301,2024-08-09,Gold Medal,Football,Spain,Benat TURRIENTES,2002-01-31,Male,180.0,0.0,"",5,4,9,18
1942753,2024-08-10,Silver Medal,Athletics,Belgium,Bashir ABDI,1989-02-10,Male,170.0,0.0,"",3,1,6,10
1943038,2024-08-07,Silver Medal,Artistic Swimming,United States,Anita ALVAREZ,1996-12-02,Female,0.0,0.0,"",40,44,42,126
1943040,2024-08-07,Silver Medal,Artistic Swimming,United States,Jaime CZARKOWSKI,2003-12-05,Female,0.0,0.0,"",40,44,42,126
1943042,2024-08-07,Silver Medal,Artistic Swimming,United States,Megumi FIELD,2005-10-15,Female,0.0,0.0,Is completing her high school degree online through Laurel Springs School (USA),40,44,42,126
1943043,2024-08-07,Silver Medal,Artistic Swimming,United States,Keana HUNTER,2004-03-04,Female,0.0,0.0,"",40,44,42,126
1943044,2024-08-07,Silver Medal,Artistic Swimming,United States,Audrey KWON,2006-06-16,Female,0.0,0.0,"",40,44,42,126
1943045,2024-08-07,Silver Medal,Artistic Swimming,United States,Calista LIU,2005-12-18,Female,0.0,0.0,"",40,44,42,126
1943046,2024-08-07,Silver Medal,Artistic Swimming,United States,Jacklyn LUU,1999-04-30,Female,0.0,0.0,"Studied Psychology and Biomedical Informatics at Stanford University (CA, USA)",40,44,42,126
