athlete_id,medal_date,medal_type,discipline,country,name,birth_date,gender,height,weight,gold_medal,silver_medal,bronze_medal,total
1895661,8/2/2024,Gold Medal,Cycling BMX Racing,France,Joris DAUDET,2/12/1991,Male,0,0,16,26,22,64
1895672,7/28/2024,Gold Medal,Cycling Mountain Bike,France,Pauline FERRAND PREVOT,2/10/1992,Female,0,0,16,26,22,64
1895685,7/31/2024,Bronze Medal,Cycling BMX Freestyle,France,Anthony JEANJEAN,5/13/1998,Male,0,0,16,26,22,64
1895687,7/29/2024,Silver Medal,Cycling Mountain Bike,France,Victor KORETZKY,8/26/1994,Male,0,0,16,26,22,64
1895694,8/3/2024,Bronze Medal,Cycling Road,France,Christophe LAPORTE,12/11/1992,Male,0,0,16,26,22,64
1895699,8/3/2024,Silver Medal,Cycling Road,France,Valentin MADOUAS,7/12/1996,Male,0,0,16,26,22,64
1895700,8/2/2024,Bronze Medal,Cycling BMX Racing,France,Romain MAHIEU,2/17/1995,Male,0,0,16,26,22,64
1895717,8/8/2024,Gold Medal,Cycling Track,France,Benjamin THOMAS,9/12/1995,Male,0,0,16,26,22,64
1895903,8/7/2024,Bronze Medal,Boxing,Germany,Nelvie Raman TIAFACK,1/3/1999,Male,189,0,12,13,8,33
1896030,7/29/2024,Silver Medal,Canoe Slalom,Great Britain,Adam BURGESS,7/17/1992,Male,0,0,14,22,29,65
1896032,8/5/2024,Silver Medal,Canoe Slalom,Great Britain,Joseph CLARKE,11/3/1992,Male,0,0,14,22,29,65
1896045,7/28/2024,Bronze Medal,Canoe Slalom,Great Britain,Kimberley WOODS,9/8/1995,Female,0,0,14,22,29,65
1896045,8/5/2024,Bronze Medal,Canoe Slalom,Great Britain,Kimberley WOODS,9/8/1995,Female,0,0,14,22,29,65
1896149,8/10/2024,Silver Medal,Taekwondo,Great Britain,Caden CUNNINGHAM,5/7/2003,Male,0,0,14,22,29,65
1896230,8/9/2024,Gold Medal,Rhythmic Gymnastics,Germany,Darja VARFOLOMEEV,11/4/2006,Female,0,0,12,13,8,33
1896517,8/1/2024,Bronze Medal,Fencing,Japan,MIYAWAKI Karin,2/4/1997,Female,0,0,20,12,13,45
1896519,8/3/2024,Bronze Medal,Fencing,Japan,TAKASHIMA Risa,2/8/1999,Female,0,0,20,12,13,45
1896522,8/3/2024,Bronze Medal,Fencing,Japan,OZAKI Seri,9/22/2002,Female,0,0,20,12,13,45
1896532,8/4/2024,Gold Medal,Fencing,Japan,IIMURA Kazuki,12/27/2003,Male,0,0,20,12,13,45
1896535,8/1/2024,Bronze Medal,Fencing,Japan,KIKUCHI Komaki,2/22/1997,Female,0,0,20,12,13,45
1896538,8/2/2024,Silver Medal,Fencing,Japan,KOMATA Akira,1/31/1998,Male,0,0,20,12,13,45
1896541,8/3/2024,Bronze Medal,Fencing,Japan,FUKUSHIMA Shihomi,6/19/1995,Female,0,0,20,12,13,45
1896542,8/3/2024,Bronze Medal,Fencing,Japan,EMURA Misaki,11/20/1998,Female,0,0,20,12,13,45
1896544,8/1/2024,Bronze Medal,Fencing,Japan,AZUMA Sera,8/20/1999,Female,0,0,20,12,13,45
1896545,8/1/2024,Bronze Medal,Fencing,Japan,UENO Yuka,11/28/2001,Female,0,0,20,12,13,45
1896548,7/28/2024,Gold Medal,Fencing,Japan,KANO Koki,12/19/1997,Male,0,0,20,12,13,45
1896548,8/2/2024,Silver Medal,Fencing,Japan,KANO Koki,12/19/1997,Male,0,0,20,12,13,45
1896549,8/2/2024,Silver Medal,Fencing,Japan,YAMADA Masaru,6/14/1994,Male,0,0,20,12,13,45
1896550,8/4/2024,Gold Medal,Fencing,Japan,MATSUYAMA Kyosuke,12/19/1996,Male,0,0,20,12,13,45
1896551,8/4/2024,Gold Medal,Fencing,Japan,NAGANO Yudai,10/15/1998,Male,0,0,20,12,13,45
1896553,8/4/2024,Gold Medal,Fencing,Japan,SHIKINE Takahiro,12/7/1997,Male,0,0,20,12,13,45
1896554,8/2/2024,Silver Medal,Fencing,Japan,MINOBE Kazuyasu,7/15/1987,Male,0,0,20,12,13,45
1896733,7/29/2024,Bronze Medal,Judo,Japan,FUNAKUBO Haruka,10/10/1998,Female,0,0,20,12,13,45
1896733,8/3/2024,Silver Medal,Judo,Japan,FUNAKUBO Haruka,10/10/1998,Female,0,0,20,12,13,45
1896735,7/27/2024,Gold Medal,Judo,Japan,TSUNODA Natsumi,8/6/1992,Female,0,0,20,12,13,45
1896735,8/3/2024,Silver Medal,Judo,Japan,TSUNODA Natsumi,8/6/1992,Female,0,0,20,12,13,45
1896740,7/29/2024,Bronze Medal,Judo,Japan,HASHIMOTO Soichi,8/24/1991,Male,0,0,20,12,13,45
1896740,8/3/2024,Silver Medal,Judo,Japan,HASHIMOTO Soichi,8/24/1991,Male,0,0,20,12,13,45
1896743,8/3/2024,Silver Medal,Judo,Japan,TAKAYAMA Rika,8/27/1994,Female,0,0,20,12,13,45
1896744,8/3/2024,Silver Medal,Judo,Japan,NIIZOE Saki,7/4/1996,Female,0,0,20,12,13,45
1896748,8/3/2024,Silver Medal,Judo,Japan,SAITO Tatsuru,3/8/2002,Male,0,0,20,12,13,45
1896750,7/31/2024,Silver Medal,Judo,Japan,MURAO Sanshiro,8/28/2000,Male,0,0,20,12,13,45
1896750,8/3/2024,Silver Medal,Judo,Japan,MURAO Sanshiro,8/28/2000,Male,0,0,20,12,13,45
1896752,7/27/2024,Bronze Medal,Judo,Japan,NAGAYAMA Ryuju,4/15/1996,Male,0,0,20,12,13,45
1896752,8/3/2024,Silver Medal,Judo,Japan,NAGAYAMA Ryuju,4/15/1996,Male,0,0,20,12,13,45
1896760,8/3/2024,Silver Medal,Judo,Japan,ABE Uta,7/14/2000,Female,0,0,20,12,13,45
1896762,8/3/2024,Silver Medal,Judo,Japan,SONE Akira,7/9/2000,Female,0,0,20,12,13,45
1896763,7/28/2024,Gold Medal,Judo,Japan,ABE Hifumi,8/9/1997,Male,0,0,20,12,13,45
1896763,8/3/2024,Silver Medal,Judo,Japan,ABE Hifumi,8/9/1997,Male,0,0,20,12,13,45
1896764,8/3/2024,Silver Medal,Judo,Japan,WOLF Aaron,2/25/1996,Male,0,0,20,12,13,45
1896765,7/30/2024,Gold Medal,Judo,Japan,NAGASE Takanori,10/14/1993,Male,0,0,20,12,13,45
1896765,8/3/2024,Silver Medal,Judo,Japan,NAGASE Takanori,10/14/1993,Male,0,0,20,12,13,45
1896767,8/3/2024,Silver Medal,Judo,Japan,TAKAICHI Miku,4/7/1994,Female,0,0,20,12,13,45
1897022,8/10/2024,Silver Medal,Wrestling,Ukraine,Iryna KOLIADENKO,8/28/1998,Female,0,0,3,5,4,12
1897088,8/10/2024,Bronze Medal,Taekwondo,Cuba,Rafael ALBA,8/12/1993,Male,0,0,2,1,6,9
1897153,8/9/2024,Silver Medal,Canoe Sprint,Ukraine,Liudmyla LUZAN,3/27/1997,Female,0,0,3,5,4,12
1897155,8/9/2024,Silver Medal,Canoe Sprint,Ukraine,Anastasiia RYBACHOK,4/13/1998,Female,0,0,3,5,4,12
1897555,8/5/2024,Silver Medal,Artistic Gymnastics,Ukraine,Illia KOVTUN,8/10/2003,Male,0,0,3,5,4,12
1897633,8/3/2024,Gold Medal,Fencing,Ukraine,Yuliia BAKASTOVA,6/26/1996,Female,0,0,3,5,4,12
1897637,8/3/2024,Gold Medal,Fencing,Ukraine,Olena KRAVATSKA,6/22/1992,Female,0,0,3,5,4,12
1897638,8/3/2024,Gold Medal,Fencing,Ukraine,Alina KOMASHCHUK,4/24/1993,Female,0,0,3,5,4,12
1897644,7/29/2024,Bronze Medal,Fencing,Ukraine,Olga KHARLAN,9/4/1990,Female,0,0,3,5,4,12
1897644,8/3/2024,Gold Medal,Fencing,Ukraine,Olga KHARLAN,9/4/1990,Female,0,0,3,5,4,12
1898024,8/7/2024,Bronze Medal,Weightlifting,Thailand,Surodchana KHAMBAO,12/23/1999,Female,0,0,1,3,2,6
1898059,8/7/2024,Silver Medal,Weightlifting,Thailand,Theerapong SILACHAI,11/19/2003,Male,0,0,1,3,2,6
1898067,8/8/2024,Silver Medal,Weightlifting,Thailand,Weeraphon WICHUMA,8/10/2004,Male,0,0,1,3,2,6
1898250,8/10/2024,Gold Medal,Athletics,Norway,Jakob INGEBRIGTSEN,9/19/2000,Male,187,0,4,1,3,8
1898283,8/6/2024,Bronze Medal,Boxing,Thailand,Janjaem SUWANNAPHENG,9/25/2000,Female,170,0,1,3,2,6
1898499,7/31/2024,Gold Medal,Judo,Croatia,Barbara MATIC,12/3/1994,Female,0,0,2,2,3,7
1898807,8/5/2024,Gold Medal,3x3 Basketball,Germany,Svenja BRUNCKHORST,10/19/1991,Female,179,0,12,13,8,33
1898816,8/5/2024,Gold Medal,3x3 Basketball,Germany,Sonja GREINACHER,7/1/1992,Female,190,0,12,13,8,33
1898835,8/5/2024,Gold Medal,3x3 Basketball,Germany,Marie REICHERT,4/16/2001,Female,188,0,12,13,8,33
1898870,8/5/2024,Gold Medal,3x3 Basketball,Germany,Elisa MEVIUS,4/23/2004,Female,180,0,12,13,8,33
1899181,8/11/2024,Silver Medal,Handball,Germany,Rune DAHMKE,4/10/1993,Male,189,0,12,13,8,33
1899185,8/11/2024,Silver Medal,Handball,Germany,Kai HAEFNER,7/10/1989,Male,192,0,12,13,8,33
1899187,8/11/2024,Silver Medal,Handball,Germany,Jannik KOHLBACHER,7/19/1995,Male,193,0,12,13,8,33
1899193,8/11/2024,Silver Medal,Handball,Germany,Andreas WOLFF,3/3/1991,Male,198,0,12,13,8,33
1899206,8/11/2024,Silver Medal,Handball,Germany,Sebastian HEYMANN,3/1/1998,Male,198,0,12,13,8,33
1899214,8/11/2024,Silver Medal,Handball,Germany,Juri KNORR,5/9/2000,Male,191,0,12,13,8,33
1899226,8/11/2024,Silver Medal,Handball,Germany,Luca WITZKE,4/3/1999,Male,191,0,12,13,8,33
1899227,8/11/2024,Silver Medal,Handball,Germany,Julian KOESTER,3/16/2000,Male,200,0,12,13,8,33
1899231,8/11/2024,Silver Medal,Handball,Germany,Renars USCINS,4/29/2002,Male,189,0,12,13,8,33
1899237,8/11/2024,Silver Medal,Handball,Germany,Justus FISCHER,2/6/2003,Male,194,0,12,13,8,33
1899239,8/11/2024,Silver Medal,Handball,Germany,Johannes GOLLA,11/5/1997,Male,195,0,12,13,8,33
1899246,8/11/2024,Silver Medal,Handball,Germany,Christoph STEINERT,1/18/1990,Male,196,0,12,13,8,33
1899247,8/11/2024,Silver Medal,Handball,Germany,Tim HORNKE,8/4/1990,Male,188,0,12,13,8,33
1899252,8/11/2024,Silver Medal,Handball,Germany,Lukas MERTENS,3/22/1996,Male,182,0,12,13,8,33
1899256,8/11/2024,Silver Medal,Handball,Germany,David SPAETH,4/29/2002,Male,200,0,12,13,8,33
1899493,8/3/2024,Bronze Medal,Shooting,Hungary,Veronika MAJOR,3/19/1997,Female,0,0,6,7,6,19
1899647,8/8/2024,Gold Medal,Sailing,Italy,Caterina Marianna BANTI,6/13/1987,Female,0,0,12,13,15,40
1899650,8/8/2024,Gold Medal,Sailing,Italy,Ruggero TITA,3/20/1992,Male,0,0,12,13,15,40
1899653,8/3/2024,Gold Medal,Sailing,Italy,Marta MAGGETTI,1/10/1996,Female,0,0,12,13,15,40
1899666,8/9/2024,Gold Medal,Athletics,Dominican Republic,Marileidy PAULINO,10/25/1996,Female,172,0,1,0,2,3
1899728,8/8/2024,Gold Medal,Sailing,Great Britain,Eleanor ALDRIDGE,12/29/1996,Female,0,0,14,22,29,65
1899748,8/3/2024,Bronze Medal,Sailing,Great Britain,Emma WILSON,4/7/1999,Female,0,0,14,22,29,65
1899843,8/2/2024,Bronze Medal,Equestrian,France,Simon DELESTRE,6/21/1981,Male,0,0,16,26,22,64
1899845,8/2/2024,Bronze Medal,Equestrian,France,Julien EPAILLARD,7/24/1977,Male,0,0,16,26,22,64
1899846,7/29/2024,Silver Medal,Equestrian,France,Karim Florent LAGHOUAG,8/4/1975,Male,0,0,16,26,22,64
1899847,7/29/2024,Silver Medal,Equestrian,France,Stephane LANDOIS,6/3/1994,Male,0,0,16,26,22,64
1899848,7/29/2024,Silver Medal,Equestrian,France,Gireg le COZ,3/14/1989,Male,0,0,16,26,22,64
1899856,8/2/2024,Bronze Medal,Equestrian,France,Olivier PERREAU,6/23/1986,Male,0,0,16,26,22,64
1899866,7/29/2024,Silver Medal,Equestrian,France,Nicolas TOUZAINT,5/10/1980,Male,0,0,16,26,22,64
1900397,8/9/2024,Bronze Medal,Hockey,Argentina,Zoe DIAZ de ARMAS,6/5/2006,Female,0,0,1,1,1,3
1900626,8/9/2024,Silver Medal,Football,France,Maghnes AKLIOUCHE,2/25/2002,Male,183,0,16,26,22,64
1900641,8/9/2024,Silver Medal,Football,France,Rayan CHERKI,8/17/2003,Male,180,0,16,26,22,64
1900644,8/9/2024,Silver Medal,Football,France,Joris CHOTARD,9/24/2001,Male,179,0,16,26,22,64
1900651,8/9/2024,Silver Medal,Football,France,Andy DIOUF,5/17/2003,Male,187,0,16,26,22,64
1900653,8/9/2024,Silver Medal,Football,France,Desire DOUE,6/3/2005,Male,181,0,16,26,22,64
1900668,8/9/2024,Silver Medal,Football,France,Arnaud KALIMUENDO,1/20/2002,Male,178,0,16,26,22,64
1900672,8/9/2024,Silver Medal,Football,France,Manu KONE,5/17/2001,Male,185,0,16,26,22,64
1900674,8/9/2024,Silver Medal,Football,France,Alexandre LACAZETTE,5/28/1991,Male,175,0,16,26,22,64
1900680,8/9/2024,Silver Medal,Football,France,Johann LEPENANT,10/22/2002,Male,176,0,16,26,22,64
1900682,8/9/2024,Silver Medal,Football,France,Bradley LOCKO,5/6/2002,Male,180,0,16,26,22,64
1900683,8/9/2024,Silver Medal,Football,France,Castello LUKEBA,12/17/2002,Male,184,0,16,26,22,64
1900684,8/9/2024,Silver Medal,Football,France,Soungoutou MAGASSA,10/8/2003,Male,188,0,16,26,22,64
1900690,8/9/2024,Silver Medal,Football,France,Chrislain MATSIMA,5/15/2002,Male,193,0,16,26,22,64
1900694,8/9/2024,Silver Medal,Football,France,Enzo MILLOT,7/17/2002,Male,175,0,16,26,22,64
1900695,8/9/2024,Silver Medal,Football,France,Obed NKAMBADIO,2/7/2003,Male,190,0,16,26,22,64
1900699,8/9/2024,Silver Medal,Football,France,Michael OLISE,12/12/2001,Male,184,0,16,26,22,64
1900702,8/9/2024,Silver Medal,Football,France,Guillaume RESTES,3/11/2005,Male,188,0,16,26,22,64
1900709,8/9/2024,Silver Medal,Football,France,Kiliann SILDILLIA,5/16/2002,Male,186,0,16,26,22,64
1900718,8/9/2024,Silver Medal,Football,France,Adrien TRUFFERT,11/20/2001,Male,176,0,16,26,22,64
1900838,7/29/2024,Silver Medal,Diving,Great Britain,Thomas DALEY,5/21/1994,Male,0,0,14,22,29,65
1900840,8/2/2024,Bronze Medal,Diving,Great Britain,Anthony HARDING,6/30/2000,Male,0,0,14,22,29,65
1900841,7/27/2024,Bronze Medal,Diving,Great Britain,Yasmin HARPER,7/28/2000,Female,0,0,14,22,29,65
1900848,8/2/2024,Bronze Medal,Diving,Great Britain,Jack LAUGHER,1/30/1995,Male,0,0,14,22,29,65
1900855,7/31/2024,Bronze Medal,Diving,Great Britain,Andrea SPENDOLINI SIRIEIX,9/11/2004,Female,0,0,14,22,29,65
1900856,7/31/2024,Bronze Medal,Diving,Great Britain,Lois TOULSON,9/26/1999,Female,0,0,14,22,29,65
1900857,8/10/2024,Bronze Medal,Diving,Great Britain,Noah WILLIAMS,5/15/2000,Male,0,0,14,22,29,65
1900857,7/29/2024,Silver Medal,Diving,Great Britain,Noah WILLIAMS,5/15/2000,Male,0,0,14,22,29,65
1901025,8/1/2024,Bronze Medal,Rowing,Great Britain,Matt ALDRIDGE,3/11/1996,Male,0,0,14,22,29,65
1901026,8/1/2024,Bronze Medal,Rowing,Great Britain,David AMBLER,12/4/1997,Male,0,0,14,22,29,65
1901027,7/31/2024,Gold Medal,Rowing,Great Britain,Lola ANDERSON,4/16/1998,Female,0,0,14,22,29,65
1901028,8/1/2024,Silver Medal,Rowing,Great Britain,Helen GLOVER,6/17/1986,Female,0,0,14,22,29,65
1901036,8/3/2024,Gold Medal,Rowing,Great Britain,Morgan BOLDING,5/13/1995,Male,0,0,14,22,29,65
1901037,8/1/2024,Silver Medal,Rowing,Great Britain,Esme BOOTH,12/23/1998,Female,0,0,14,22,29,65
1901039,7/31/2024,Gold Medal,Rowing,Great Britain,Georgina BRAYSHAW,10/14/1993,Female,0,0,14,22,29,65
1901041,8/3/2024,Gold Medal,Rowing,Great Britain,Harry BRIGHTMORE,7/1/1994,Male,0,0,14,22,29,65
1901044,8/3/2024,Bronze Medal,Rowing,Great Britain,Annie CAMPBELL-ORDE,10/5/1995,Female,0,0,14,22,29,65
1901045,8/3/2024,Gold Medal,Rowing,Great Britain,Sholto CARNEGIE,2/28/1995,Male,0,0,14,22,29,65
1901048,8/2/2024,Gold Medal,Rowing,Great Britain,Emily CRAIG,11/30/1992,Female,0,0,14,22,29,65
1901050,8/1/2024,Bronze Medal,Rowing,Great Britain,Freddie DAVIDSON,5/26/1998,Male,0,0,14,22,29,65
1901051,8/3/2024,Gold Medal,Rowing,Great Britain,Jacob DAWSON,11/2/1993,Male,0,0,14,22,29,65
1901056,8/3/2024,Gold Medal,Rowing,Great Britain,Tom DIGBY,7/23/1998,Male,0,0,14,22,29,65
1901059,8/3/2024,Bronze Medal,Rowing,Great Britain,Holly DUNFORD,10/14/1999,Female,0,0,14,22,29,65
1901062,8/3/2024,Gold Medal,Rowing,Great Britain,Charles ELWES,7/15/1997,Male,0,0,14,22,29,65
1901063,8/3/2024,Bronze Medal,Rowing,Great Britain,Henry FIELDMAN,11/25/1988,Male,0,0,14,22,29,65
1901064,8/3/2024,Gold Medal,Rowing,Great Britain,Tom FORD,10/3/1992,Male,0,0,14,22,29,65
1901065,8/3/2024,Bronze Medal,Rowing,Great Britain,Emily FORD,11/8/1994,Female,0,0,14,22,29,65
1901066,8/2/2024,Silver Medal,Rowing,Great Britain,Tom GEORGE,9/22/1994,Male,0,0,14,22,29,65
1901068,8/3/2024,Gold Medal,Rowing,Great Britain,Rory GIBBS,4/3/1994,Male,0,0,14,22,29,65
1901071,8/2/2024,Gold Medal,Rowing,Great Britain,Imogen GRANT,2/26/1996,Female,0,0,14,22,29,65
1901074,7/31/2024,Gold Medal,Rowing,Great Britain,Lauren HENRY,12/21/2001,Female,0,0,14,22,29,65
1901075,8/1/2024,Bronze Medal,Rowing,Great Britain,Mathilda HODGKINS BYRNE,10/1/1994,Female,0,0,14,22,29,65
1901077,8/3/2024,Bronze Medal,Rowing,Great Britain,Lauren IRWIN,8/20/1998,Female,0,0,14,22,29,65
1901079,8/3/2024,Bronze Medal,Rowing,Great Britain,Heidi LONG,11/29/1996,Female,0,0,14,22,29,65
1901080,8/3/2024,Bronze Medal,Rowing,Great Britain,Rowan McKELLAR,5/24/1994,Female,0,0,14,22,29,65
1901086,8/1/2024,Silver Medal,Rowing,Great Britain,Sam REDGRAVE,8/18/1994,Female,0,0,14,22,29,65
1901089,8/3/2024,Gold Medal,Rowing,Great Britain,James RUDKIN,7/7/1994,Male,0,0,14,22,29,65
1901091,7/31/2024,Gold Medal,Rowing,Great Britain,Hannah SCOTT,6/18/1999,Female,0,0,14,22,29,65
1901092,8/1/2024,Silver Medal,Rowing,Great Britain,Rebecca SHORTEN,11/25/1993,Female,0,0,14,22,29,65
1901094,8/3/2024,Bronze Medal,Rowing,Great Britain,Eve STEWART,1/13/1998,Female,0,0,14,22,29,65
1901096,8/3/2024,Bronze Medal,Rowing,Great Britain,Harriet TAYLOR,2/14/1994,Female,0,0,14,22,29,65
1901099,8/1/2024,Bronze Medal,Rowing,Great Britain,Rebecca WILDE,12/31/1997,Female,0,0,14,22,29,65
1901100,8/1/2024,Bronze Medal,Rowing,Great Britain,Oliver WILKES,7/14/1995,Male,0,0,14,22,29,65
1901101,8/2/2024,Silver Medal,Rowing,Great Britain,Oliver WYNNE-GRIFFITH,5/29/1994,Male,0,0,14,22,29,65
1901251,8/8/2024,Bronze Medal,Athletics,Jamaica,Rasheed BROADBELL,8/13/2000,Male,186,0,1,3,2,6
1901284,8/10/2024,Gold Medal,Athletics,Ethiopia,Tamirat TOLA,8/11/1991,Male,180,0,1,3,0,4
1901333,8/2/2024,Gold Medal,Tennis,Czechia,Tomas MACHAC,10/13/2000,Male,184,0,3,0,2,5
1901342,8/2/2024,Gold Medal,Tennis,Czechia,Katerina SINIAKOVA,5/10/1996,Female,174,0,3,0,2,5
1901487,8/11/2024,Silver Medal,Athletics,Ethiopia,Tigst ASSEFA,12/3/1996,Female,167,0,1,3,0,4
1901538,8/9/2024,Gold Medal,Diving,China,CHEN Yiwen,6/15/1999,Female,0,0,40,27,24,91
1901538,7/27/2024,Gold Medal,Diving,China,CHEN Yiwen,6/15/1999,Female,0,0,40,27,24,91
1901539,8/9/2024,Bronze Medal,Diving,China,CHANG Yani,12/7/2001,Female,0,0,40,27,24,91
1901539,7/27/2024,Gold Medal,Diving,China,CHANG Yani,12/7/2001,Female,0,0,40,27,24,91
1901544,8/6/2024,Silver Medal,Diving,China,CHEN Yuxi,9/11/2005,Female,0,0,40,27,24,91
1901544,7/31/2024,Gold Medal,Diving,China,CHEN Yuxi,9/11/2005,Female,0,0,40,27,24,91
1901545,8/6/2024,Gold Medal,Diving,China,QUAN Hongchan,3/28/2007,Female,0,0,40,27,24,91
1901545,7/31/2024,Gold Medal,Diving,China,QUAN Hongchan,3/28/2007,Female,0,0,40,27,24,91
1901549,8/8/2024,Silver Medal,Diving,China,WANG Zongyuan,10/24/2001,Male,0,0,40,27,24,91
1901549,8/2/2024,Gold Medal,Diving,China,WANG Zongyuan,10/24/2001,Male,0,0,40,27,24,91
1901550,8/8/2024,Gold Medal,Diving,China,XIE Siyi,3/28/1996,Male,0,0,40,27,24,91
1901551,8/2/2024,Gold Medal,Diving,China,LONG Daoyi,3/6/2003,Male,0,0,40,27,24,91
1901554,7/29/2024,Gold Medal,Diving,China,YANG Hao,2/3/1998,Male,0,0,40,27,24,91
1901555,7/29/2024,Gold Medal,Diving,China,LIAN Junjie,11/3/2000,Male,0,0,40,27,24,91
1901556,8/10/2024,Gold Medal,Diving,China,CAO Yuan,2/7/1995,Male,0,0,40,27,24,91
1902055,7/28/2024,Gold Medal,Skateboarding,Japan,YOSHIZAWA Coco,9/22/2009,Female,0,0,20,12,13,45
1902069,7/28/2024,Silver Medal,Skateboarding,Japan,AKAMA Liz,1/8/2009,Female,0,0,20,12,13,45
1902075,8/6/2024,Silver Medal,Skateboarding,Japan,HIRAKI Cocona,8/26/2008,Female,0,0,20,12,13,45
1902081,7/29/2024,Gold Medal,Skateboarding,Japan,HORIGOME Yuto,1/7/1999,Male,0,0,20,12,13,45
1902121,7/28/2024,Gold Medal,Archery,Korea,JEON Hunyoung,5/29/1994,Female,0,0,13,9,10,32
1902130,7/29/2024,Gold Medal,Archery,Korea,KIM Je Deok,4/12/2004,Male,0,0,13,9,10,32
1902135,8/4/2024,Gold Medal,Archery,Korea,KIM Woojin,6/20/1992,Male,0,0,13,9,10,32
1902135,7/29/2024,Gold Medal,Archery,Korea,KIM Woojin,6/20/1992,Male,0,0,13,9,10,32
1902135,8/2/2024,Gold Medal,Archery,Korea,KIM Woojin,6/20/1992,Male,0,0,13,9,10,32
1902144,8/4/2024,Bronze Medal,Archery,Korea,LEE Wooseok,8/7/1997,Male,0,0,13,9,10,32
1902144,7/29/2024,Gold Medal,Archery,Korea,LEE Wooseok,8/7/1997,Male,0,0,13,9,10,32
1902147,8/3/2024,Gold Medal,Archery,Korea,LIM Sihyeon,6/13/2003,Female,0,0,13,9,10,32
1902147,7/28/2024,Gold Medal,Archery,Korea,LIM Sihyeon,6/13/2003,Female,0,0,13,9,10,32
1902147,8/2/2024,Gold Medal,Archery,Korea,LIM Sihyeon,6/13/2003,Female,0,0,13,9,10,32
1902148,8/3/2024,Silver Medal,Archery,Korea,NAM Suhyeon,1/27/2005,Female,0,0,13,9,10,32
1902148,7/28/2024,Gold Medal,Archery,Korea,NAM Suhyeon,1/27/2005,Female,0,0,13,9,10,32
1902295,8/4/2024,Gold Medal,Table Tennis,China,FAN Zhendong,1/22/1997,Male,0,0,40,27,24,91
1902295,8/9/2024,Gold Medal,Table Tennis,China,FAN Zhendong,1/22/1997,Male,0,0,40,27,24,91
1902300,8/9/2024,Gold Medal,Table Tennis,China,MA Long,10/20/1988,Male,0,0,40,27,24,91
1902301,7/30/2024,Gold Medal,Table Tennis,China,WANG Chuqin,5/11/2000,Male,0,0,40,27,24,91
1902301,8/9/2024,Gold Medal,Table Tennis,China,WANG Chuqin,5/11/2000,Male,0,0,40,27,24,91
1902307,8/3/2024,Gold Medal,Table Tennis,China,CHEN Meng,1/15/1994,Female,0,0,40,27,24,91
1902307,8/10/2024,Gold Medal,Table Tennis,China,CHEN Meng,1/15/1994,Female,0,0,40,27,24,91
1902313,8/3/2024,Silver Medal,Table Tennis,China,SUN Yingsha,11/4/2000,Female,0,0,40,27,24,91
1902313,7/30/2024,Gold Medal,Table Tennis,China,SUN Yingsha,11/4/2000,Female,0,0,40,27,24,91
1902313,8/10/2024,Gold Medal,Table Tennis,China,SUN Yingsha,11/4/2000,Female,0,0,40,27,24,91
1902314,8/10/2024,Gold Medal,Table Tennis,China,WANG Manyu,2/9/1999,Female,0,0,40,27,24,91
1902450,8/9/2024,Bronze Medal,Marathon Swimming,Hungary,David BETLEHEM,9/4/2003,Male,0,0,6,7,6,19
1902786,8/10/2024,Bronze Medal,Wrestling,Kyrgyzstan,Aisuluu TYNYBEKOVA,5/4/1993,Female,0,0,0,2,4,6
1902787,8/8/2024,Bronze Medal,Weightlifting,Bulgaria,Bozhidar Dimitrov ANDREEV,1/17/1997,Male,0,0,3,1,3,7
1902841,8/7/2024,Gold Medal,Taekwondo,Thailand,Panipak WONGPATTANAKIT,8/8/1997,Female,0,0,1,3,2,6
1902869,8/10/2024,Silver Medal,Volleyball,Poland,BIENIEK,4/5/1994,Male,210,0,1,4,5,10
1902870,8/10/2024,Silver Medal,Volleyball,Poland,BOLADZ,9/28/1994,Male,203,0,1,4,5,10
1902875,8/10/2024,Silver Medal,Volleyball,Poland,FORNAL,8/31/1997,Male,198,0,1,4,5,10
1902880,8/10/2024,Silver Medal,Volleyball,Poland,HUBER,8/14/1998,Male,204,0,1,4,5,10
1902881,8/10/2024,Silver Medal,Volleyball,Poland,JANUSZ,7/31/1994,Male,196,0,1,4,5,10
1902882,8/10/2024,Silver Medal,Volleyball,Poland,KACZMAREK,6/29/1994,Male,204,0,1,4,5,10
1902886,8/10/2024,Silver Medal,Volleyball,Poland,KOCHANOWSKI,7/17/1997,Male,199,0,1,4,5,10
1902890,8/10/2024,Silver Medal,Volleyball,Poland,KUREK,8/29/1988,Male,207,0,1,4,5,10
1902892,8/10/2024,Silver Medal,Volleyball,Poland,LEON,7/31/1993,Male,202,0,1,4,5,10
1902893,8/10/2024,Silver Medal,Volleyball,Poland,LOMACZ,10/1/1987,Male,187,0,1,4,5,10
1902901,8/10/2024,Silver Medal,Volleyball,Poland,SEMENIUK,7/16/1996,Male,195,0,1,4,5,10
1902902,8/10/2024,Silver Medal,Volleyball,Poland,SLIWKA,5/24/1995,Male,196,0,1,4,5,10
1902910,8/10/2024,Silver Medal,Volleyball,Poland,ZATORSKI,6/21/1990,Male,184,0,1,4,5,10
1903011,8/9/2024,Gold Medal,Weightlifting,Bulgaria,Karlos May NASAR,5/12/2004,Male,0,0,3,1,3,7
1903112,8/9/2024,Gold Medal,Athletics,Belgium,Nafissatou THIAM,8/19/1994,Female,187,0,3,1,6,10
